flight_mode,scenario,amplitude_tier,config_key,config_name,run_id,study_name,config_profile,artifact_dir,analysis_status,baseline_sample_count,active_sample_count,baseline_collective_floor_rate,active_collective_floor_rate,collective_floor_specificity,baseline_pair_split_rate,active_pair_split_rate,pair_split_specificity,pair_split_sign_consistency,pair_split_direction,baseline_actuator_1_floor_rate,baseline_actuator_2_floor_rate,baseline_actuator_3_floor_rate,baseline_actuator_4_floor_rate,active_actuator_1_floor_rate,active_actuator_2_floor_rate,active_actuator_3_floor_rate,active_actuator_4_floor_rate,actuator_1_floor_specificity,actuator_2_floor_specificity,actuator_3_floor_specificity,actuator_4_floor_specificity,actuator_specificity_spread,active_dominant_vector_state,active_dominant_vector_purity,baseline_dominant_vector_state,baseline_dominant_vector_purity,accepted,failsafe_during_experiment,completion_reason,rejection_reasons,anomaly_summary,status,exit_code,research_acceptance
GUIDED_NOGPS,nominal,micro,nominal-micro,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro.yaml,20260415_100123_ardupilot_attitude_pulse_train_throttle_r1,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100123_ardupilot_attitude_pulse_train_throttle_r1,ok,157,33,0.3821656050955414,0.6060606060606061,0.22389500096506465,0.006369426751592357,0.18181818181818182,0.17544875506658947,1.0,12_gt_34,0.3821656050955414,0.3821656050955414,0.3821656050955414,0.3821656050955414,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.22389500096506465,0.22389500096506465,0.22389500096506465,0.22389500096506465,0.0,0.000|0.000|0.000|0.000,0.6060606060606061,0.000|0.000|0.000|0.000,0.36942675159235666,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,micro,nominal-micro,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro.yaml,20260415_100157_ardupilot_attitude_pulse_train_throttle_r2,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100157_ardupilot_attitude_pulse_train_throttle_r2,ok,156,34,0.391025641025641,0.5882352941176471,0.19720965309200605,0.019230769230769232,0.20588235294117646,0.18665158371040724,1.0,12_gt_34,0.391025641025641,0.391025641025641,0.391025641025641,0.391025641025641,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.19720965309200605,0.19720965309200605,0.19720965309200605,0.19720965309200605,0.0,0.000|0.000|0.000|0.000,0.5882352941176471,0.000|0.000|0.000|0.000,0.38461538461538464,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,micro,nominal-micro,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro.yaml,20260415_100232_ardupilot_attitude_pulse_train_throttle_r3,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100232_ardupilot_attitude_pulse_train_throttle_r3,ok,157,34,0.3885350318471338,0.5882352941176471,0.1997002622705133,0.01910828025477707,0.20588235294117646,0.1867740726863994,1.0,12_gt_34,0.3885350318471338,0.3885350318471338,0.3885350318471338,0.3885350318471338,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.1997002622705133,0.1997002622705133,0.1997002622705133,0.1997002622705133,0.0,0.000|0.000|0.000|0.000,0.5882352941176471,0.000|0.000|0.000|0.000,0.37579617834394907,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,micro,nominal-micro,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro.yaml,20260415_100306_ardupilot_attitude_pulse_train_throttle_r4,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100306_ardupilot_attitude_pulse_train_throttle_r4,ok,154,33,0.3961038961038961,0.5757575757575758,0.17965367965367968,0.012987012987012988,0.21212121212121213,0.19913419913419914,1.0,12_gt_34,0.3961038961038961,0.3961038961038961,0.3961038961038961,0.3961038961038961,0.5757575757575758,0.5757575757575758,0.5757575757575758,0.5757575757575758,0.17965367965367968,0.17965367965367968,0.17965367965367968,0.17965367965367968,0.0,0.000|0.000|0.000|0.000,0.5757575757575758,0.000|0.000|0.000|0.000,0.38311688311688313,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,micro,nominal-micro,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro.yaml,20260415_100340_ardupilot_attitude_pulse_train_throttle_r5,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro,ardupilot_a2_guided_nogps_boundary_readiness_nominal_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100340_ardupilot_attitude_pulse_train_throttle_r5,ok,155,35,0.3870967741935484,0.6,0.2129032258064516,0.012903225806451613,0.2,0.1870967741935484,1.0,12_gt_34,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.6,0.6,0.6,0.6,0.2129032258064516,0.2129032258064516,0.2129032258064516,0.2129032258064516,0.0,0.000|0.000|0.000|0.000,0.6,0.000|0.000|0.000|0.000,0.3741935483870968,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,probe,nominal-probe,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe.yaml,20260415_100414_ardupilot_attitude_pulse_train_throttle_r1,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100414_ardupilot_attitude_pulse_train_throttle_r1,ok,159,32,0.3836477987421384,0.625,0.2413522012578616,0.025157232704402517,0.1875,0.1623427672955975,1.0,12_gt_34,0.3836477987421384,0.3836477987421384,0.3836477987421384,0.3836477987421384,0.625,0.625,0.625,0.625,0.2413522012578616,0.2413522012578616,0.2413522012578616,0.2413522012578616,0.0,0.000|0.000|0.000|0.000,0.625,0.000|0.000|0.000|0.000,0.3710691823899371,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,probe,nominal-probe,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe.yaml,20260415_100448_ardupilot_attitude_pulse_train_throttle_r2,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100448_ardupilot_attitude_pulse_train_throttle_r2,ok,157,32,0.39490445859872614,0.59375,0.19884554140127386,0.01910828025477707,0.21875,0.19964171974522293,1.0,12_gt_34,0.39490445859872614,0.39490445859872614,0.39490445859872614,0.39490445859872614,0.59375,0.59375,0.59375,0.59375,0.19884554140127386,0.19884554140127386,0.19884554140127386,0.19884554140127386,0.0,0.000|0.000|0.000|0.000,0.59375,0.000|0.000|0.000|0.000,0.3821656050955414,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,probe,nominal-probe,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe.yaml,20260415_100522_ardupilot_attitude_pulse_train_throttle_r3,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100522_ardupilot_attitude_pulse_train_throttle_r3,ok,157,32,0.39490445859872614,0.59375,0.19884554140127386,0.012738853503184714,0.21875,0.2060111464968153,1.0,12_gt_34,0.39490445859872614,0.39490445859872614,0.39490445859872614,0.39490445859872614,0.59375,0.59375,0.59375,0.59375,0.19884554140127386,0.19884554140127386,0.19884554140127386,0.19884554140127386,0.0,0.000|0.000|0.000|0.000,0.59375,0.000|0.000|0.000|0.000,0.3821656050955414,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,probe,nominal-probe,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe.yaml,20260415_100557_ardupilot_attitude_pulse_train_throttle_r4,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100557_ardupilot_attitude_pulse_train_throttle_r4,ok,155,33,0.3870967741935484,0.6060606060606061,0.2189638318670577,0.01935483870967742,0.18181818181818182,0.1624633431085044,1.0,12_gt_34,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.2189638318670577,0.2189638318670577,0.2189638318670577,0.2189638318670577,0.0,0.000|0.000|0.000|0.000,0.6060606060606061,0.000|0.000|0.000|0.000,0.3741935483870968,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,probe,nominal-probe,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe.yaml,20260415_100631_ardupilot_attitude_pulse_train_throttle_r5,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe,ardupilot_a2_guided_nogps_boundary_readiness_nominal_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100631_ardupilot_attitude_pulse_train_throttle_r5,ok,159,32,0.3836477987421384,0.625,0.2413522012578616,0.018867924528301886,0.1875,0.16863207547169812,1.0,12_gt_34,0.3836477987421384,0.3836477987421384,0.3836477987421384,0.3836477987421384,0.625,0.625,0.625,0.625,0.2413522012578616,0.2413522012578616,0.2413522012578616,0.2413522012578616,0.0,0.000|0.000|0.000|0.000,0.625,0.000|0.000|0.000|0.000,0.3710691823899371,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,confirm,nominal-confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm.yaml,20260415_100705_ardupilot_attitude_pulse_train_throttle_r1,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100705_ardupilot_attitude_pulse_train_throttle_r1,ok,155,33,0.3870967741935484,0.6060606060606061,0.2189638318670577,0.01935483870967742,0.18181818181818182,0.1624633431085044,1.0,12_gt_34,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.2189638318670577,0.2189638318670577,0.2189638318670577,0.2189638318670577,0.0,0.000|0.000|0.000|0.000,0.6060606060606061,0.000|0.000|0.000|0.000,0.3741935483870968,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,confirm,nominal-confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm.yaml,20260415_100739_ardupilot_attitude_pulse_train_throttle_r2,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100739_ardupilot_attitude_pulse_train_throttle_r2,ok,156,35,0.38461538461538464,0.6,0.21538461538461534,0.01282051282051282,0.2,0.18717948717948718,1.0,12_gt_34,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.6,0.6,0.6,0.6,0.21538461538461534,0.21538461538461534,0.21538461538461534,0.21538461538461534,0.0,0.000|0.000|0.000|0.000,0.6,0.000|0.000|0.000|0.000,0.3717948717948718,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,confirm,nominal-confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm.yaml,20260415_100813_ardupilot_attitude_pulse_train_throttle_r3,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100813_ardupilot_attitude_pulse_train_throttle_r3,ok,159,33,0.389937106918239,0.6060606060606061,0.21612349914236706,0.025157232704402517,0.18181818181818182,0.1566609491137793,1.0,12_gt_34,0.389937106918239,0.389937106918239,0.389937106918239,0.389937106918239,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.21612349914236706,0.21612349914236706,0.21612349914236706,0.21612349914236706,0.0,0.000|0.000|0.000|0.000,0.6060606060606061,0.000|0.000|0.000|0.000,0.37735849056603776,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,confirm,nominal-confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm.yaml,20260415_100847_ardupilot_attitude_pulse_train_throttle_r4,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100847_ardupilot_attitude_pulse_train_throttle_r4,ok,155,33,0.3935483870967742,0.6060606060606061,0.21251221896383188,0.01935483870967742,0.18181818181818182,0.1624633431085044,1.0,12_gt_34,0.3935483870967742,0.3935483870967742,0.3935483870967742,0.3935483870967742,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061,0.21251221896383188,0.21251221896383188,0.21251221896383188,0.21251221896383188,0.0,0.000|0.000|0.000|0.000,0.6060606060606061,0.000|0.000|0.000|0.000,0.38064516129032255,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
