received_time_ns,base_mode,custom_mode,system_status
1775929636447802648,209,20,3
1775929637438148761,209,20,4
1775929638428985687,209,20,4
1775929639467242011,209,20,4
1775929640460976181,209,20,4
1775929641450536304,209,20,4
1775929642456526108,209,20,4
1775929643454985467,209,20,4
1775929644446468484,209,20,4
1775929647469906049,209,20,4
1775929647471365515,209,9,4
1775929647497264653,209,9,4
1775929647522465977,209,9,4
