window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
-0.00023678436813642648,-0.0004917756190570767,1.5892219165875514,0.0001013975093934763,-8.193250412785462e-05,0.001714248892005171,0.0052584798354341575,0.00497721508128908,1.5892879179604629,0.008341291033783149,0.00741509015434068,0.0004482155313244203
