delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
0.0,0.0,0.0,0.0,0.0,0.0,982743.5632643148,-4145235.1927133542,-3.2598705616816903,-0.21156809091256593,-0.42165010699985306,-11.568231690386467,3.2598705616816903,11.568231690386467,0.0
