received_time_ns,event_type,field_name,previous_value,current_value
1775658461248757776,vehicle_status_events,nav_state,4,2
1775658461248757776,vehicle_status_events,pre_flight_checks_pass,True,False
1775658461350940724,vehicle_status_events,pre_flight_checks_pass,False,True
1775658461584145219,vehicle_status_events,arming_state,1,2
1775658461584145219,vehicle_status_events,nav_state,2,14
1775658472450591855,vehicle_status_events,nav_state,14,2
1775658480492384437,vehicle_status_events,nav_state,2,18
1775658486188025370,vehicle_status_events,arming_state,2,1
1775658486188025370,vehicle_status_events,nav_state,18,2
1775658486849984366,vehicle_status_events,pre_flight_checks_pass,True,False
