received_time_ns,timestamp,timestamp_sample,reversible_flags,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6,motor_7,motor_8,motor_9,motor_10,motor_11,motor_12,motors_peak
1775658453443908608,3300000,3300000,0,0.0,1.0499923413370693e-12,0.0,2.5879864657546436e-12,nan,nan,nan,nan,nan,nan,nan,nan,2.5879864657546436e-12
1775658453447908608,3304000,3304000,0,6.023799514753847e-12,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,6.023799514753847e-12
1775658453543908608,3400000,3400000,0,0.0,8.214871925066314e-13,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,8.214871925066314e-13
1775658453643908608,3500000,3500000,0,0.0,0.0,0.0,7.262324422385724e-12,nan,nan,nan,nan,nan,nan,nan,nan,7.262324422385724e-12
1775658453743908608,3600000,3600000,0,4.5467167357482463e-13,0.0,0.0,6.821210263296962e-13,nan,nan,nan,nan,nan,nan,nan,nan,6.821210263296962e-13
1775658453843908608,3700000,3700000,0,0.0,1.3794565533256642e-12,1.3831329744723453e-14,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.3794565533256642e-12
1775658453943908608,3800000,3800000,0,1.087753151440829e-12,0.0,0.0,1.1965283364806512e-12,nan,nan,nan,nan,nan,nan,nan,nan,1.1965283364806512e-12
1775658454043908608,3900000,3900000,0,1.3627984916768365e-13,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.3627984916768365e-13
1775658454143908608,4000000,4000000,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1775658454243908608,4100000,4100000,0,0.0,1.6734680047952866e-12,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.6734680047952866e-12
1775658454343908608,4200000,4200000,0,0.0,7.140487203252666e-13,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,7.140487203252666e-13
1775658454443908608,4300000,4300000,0,0.0,3.702626746870941e-12,5.877069664261825e-14,0.0,nan,nan,nan,nan,nan,nan,nan,nan,3.702626746870941e-12
