received_time_ns,event_type,field_name,previous_value,current_value
1775885522794540581,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775885522794540581,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775885524056053811,vehicle_control_mode_events,flag_armed,False,True
1775885524056053811,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775885524056053811,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775885534268131127,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775885534268131127,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775885542330287583,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775885542330287583,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775885548998498678,vehicle_control_mode_events,flag_armed,True,False
1775885548998498678,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775885548998498678,vehicle_control_mode_events,flag_control_auto_enabled,True,False
