roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
0.0001246221448620924,-1.8935749527517615e-05,0.0024891774833974978,-0.001065830717352556,-0.0006209882062483858,0.0006583072053228944,0.0001246221448620924,-1.8935749527517615e-05,0.0024891774833974978,-0.001065830717352556,-0.0006209882062483858,0.0006583072053228944
