received_time_ns,event_type,field_name,previous_value,current_value
1775897022952892733,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897022952892733,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775897024273063497,vehicle_control_mode_events,flag_armed,False,True
1775897024273063497,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775897024273063497,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775897035687027807,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897035687027807,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775897043750905997,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775897043750905997,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775897050511359249,vehicle_control_mode_events,flag_armed,True,False
1775897050511359249,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897050511359249,vehicle_control_mode_events,flag_control_auto_enabled,True,False
