received_time_ns,event_type,field_name,previous_value,current_value
1775897022954013229,vehicle_status_events,nav_state,4,2
1775897022954013229,vehicle_status_events,pre_flight_checks_pass,True,False
1775897023085974610,vehicle_status_events,pre_flight_checks_pass,False,True
1775897024274022619,vehicle_status_events,arming_state,1,2
1775897024274022619,vehicle_status_events,nav_state,2,14
1775897035688875140,vehicle_status_events,nav_state,14,2
1775897043750761519,vehicle_status_events,nav_state,2,18
1775897050510460093,vehicle_status_events,arming_state,2,1
1775897050510460093,vehicle_status_events,nav_state,18,2
1775897051339192421,vehicle_status_events,pre_flight_checks_pass,True,False
