received_time_ns,event_type,field_name,previous_value,current_value
1775897080338618370,vehicle_status_events,nav_state,4,2
1775897080338618370,vehicle_status_events,pre_flight_checks_pass,True,False
1775897080467013558,vehicle_status_events,pre_flight_checks_pass,False,True
1775897081633643598,vehicle_status_events,arming_state,1,2
1775897081633643598,vehicle_status_events,nav_state,2,14
1775897092952616050,vehicle_status_events,nav_state,14,2
1775897101051452830,vehicle_status_events,nav_state,2,18
1775897107058746225,vehicle_status_events,arming_state,2,1
1775897107058746225,vehicle_status_events,nav_state,18,2
1775897107844215486,vehicle_status_events,pre_flight_checks_pass,True,False
