received_time_ns,event_type,field_name,previous_value,current_value
1775885259941949049,vehicle_status_events,nav_state,4,2
1775885259941949049,vehicle_status_events,pre_flight_checks_pass,True,False
1775885260070111131,vehicle_status_events,pre_flight_checks_pass,False,True
1775885261210915247,vehicle_status_events,arming_state,1,2
1775885261210915247,vehicle_status_events,nav_state,2,14
1775885270638186763,vehicle_status_events,nav_state,14,2
1775885278667224073,vehicle_status_events,nav_state,2,18
1775885285435769643,vehicle_status_events,arming_state,2,1
1775885285435769643,vehicle_status_events,nav_state,18,2
1775885286085201760,vehicle_status_events,pre_flight_checks_pass,True,False
