received_time_ns,event_type,field_name,previous_value,current_value
1775885259940578879,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775885259940578879,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775885261208334546,vehicle_control_mode_events,flag_armed,False,True
1775885261208334546,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775885261208334546,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775885270636755763,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775885270636755763,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775885278665474368,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775885278665474368,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775885285433637587,vehicle_control_mode_events,flag_armed,True,False
1775885285433637587,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775885285433637587,vehicle_control_mode_events,flag_control_auto_enabled,True,False
