received_time_ns,event_type,field_name,previous_value,current_value
1775897135071290948,vehicle_status_events,nav_state,4,2
1775897135071290948,vehicle_status_events,pre_flight_checks_pass,True,False
1775897135184089224,vehicle_status_events,pre_flight_checks_pass,False,True
1775897136421079916,vehicle_status_events,arming_state,1,2
1775897136421079916,vehicle_status_events,nav_state,2,14
1775897145944435989,vehicle_status_events,nav_state,14,2
1775897154027414376,vehicle_status_events,nav_state,2,18
1775897161579504699,vehicle_status_events,arming_state,2,1
1775897161579504699,vehicle_status_events,nav_state,18,2
1775897162271073184,vehicle_status_events,pre_flight_checks_pass,True,False
