feature,delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,-819452.9582141925,3456522.045520028,0.0,0.0,0.0,-0.0012334809045965068,0.0,0.0012334809045965068,0.0
roll,0.0,0.0,0.0,0.0,0.0,0.0,-3901806.484210526,16501274.947368423,0.0,0.0,0.0,-0.0569078947368421,0.0,0.0569078947368421,0.0
pitch,0.0,0.0,0.0,0.0,0.0,0.0,-2005353.5882783884,8623673.38901099,0.0,0.0,0.0,-0.027504244887057386,0.0,0.027504244887057386,0.0
yaw,0.0,0.0,0.0,0.0,0.0,0.0,-120.08247422680412,490.8865979381443,0.0,0.0,0.0,-1.4010163926586663e-06,0.0,1.4010163926586663e-06,0.0
roll_rate,0.0,0.0,0.0,0.0,0.0,0.0,22772212.96672924,-96055124.77045116,0.0,0.0,0.0,0.32788939656890753,0.0,-0.32788939656890753,0.0
pitch_rate,0.0,0.0,0.0,0.0,0.0,0.0,9068546.144216683,-38251896.407339185,0.0,0.0,0.0,0.13159660587370184,0.0,-0.13159660587370184,0.0
yaw_rate,0.0,0.0,0.0,0.0,0.0,0.0,-45863245.398786485,193455057.0730494,0.0,0.0,0.0,-0.6659170912405576,0.0,0.6659170912405576,0.0
position_x,0.0,0.0,0.0,0.0,0.0,0.0,-0.0424116763594975,0.17889604626425026,0.0,0.0,0.0,1.5745062154252856e-10,0.0,-1.5745062154252856e-10,0.0
position_y,0.0,0.0,0.0,0.0,0.0,0.0,0.010054723562565296,-0.04241167635950148,0.0,0.0,0.0,-3.732751473778431e-11,0.0,3.732751473778431e-11,0.0
position_z,0.0,0.0,0.0,0.0,0.0,0.0,-5028998.945736434,20901556.872646734,0.0,0.0,0.0,-0.058152512458471764,0.0,0.058152512458471764,0.0
velocity_z,0.0,0.0,0.0,0.0,0.0,0.0,-4551846.056813228,19200072.5428777,0.0,0.0,0.0,-0.09767314287157502,0.0,0.09767314287157502,0.0
altitude,0.0,0.0,0.0,0.0,0.0,0.0,5083793.718715394,-21514968.026578076,0.0,0.0,0.0,0.05658222591362126,0.0,-0.05658222591362126,0.0
vertical_speed,0.0,0.0,0.0,0.0,0.0,0.0,4551846.056813246,-19200072.54287778,0.0,0.0,0.0,0.09767314287157541,0.0,-0.09767314287157541,0.0
heading,0.0,0.0,0.0,0.0,0.0,0.0,-159.340206185567,672.9896907216495,0.0,0.0,0.0,-1.946675408746778e-06,0.0,1.946675408746778e-06,0.0
command_throttle__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,5670899.303706659,-23920334.004166983,0.0,0.0,0.0,-0.016522061334269894,0.0,0.016522061334269894,0.0
roll__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,1267103.1923412394,-5316854.568665412,0.0,0.0,0.0,0.015025922689929708,0.0,-0.015025922689929708,0.0
pitch__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,-2662477.393292143,11171658.719312333,0.0,0.0,0.0,-0.031566931045084755,0.0,0.031566931045084755,0.0
yaw__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,-151.4864933256684,635.6480348230241,0.0,0.0,0.0,-1.7964001282912577e-06,0.0,1.7964001282912577e-06,0.0
roll_rate__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,22772212.966697372,-96055124.77031375,0.0,0.0,0.0,0.32788939656857796,0.0,-0.32788939656857796,0.0
pitch_rate__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,9068546.144212939,-38251896.40732886,0.0,0.0,0.0,0.13159660587370792,0.0,-0.13159660587370792,0.0
yaw_rate__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,-45863245.39879242,193455057.07307315,0.0,0.0,0.0,-0.6659170912406432,0.0,0.6659170912406432,0.0
position_x__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,1.9099295027144554e-16,-6.142234090720823e-16,0.0,0.0,0.0,7.559652295321797e-26,0.0,-7.559652295321797e-26,0.0
position_y__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,4.5427239082141524e-17,-2.3119086310562923e-16,0.0,0.0,0.0,-8.86280908168159e-26,0.0,8.86280908168159e-26,0.0
position_z__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,-5675364.749120003,23812940.888670966,0.0,0.0,0.0,-0.06727394813238435,0.0,0.06727394813238435,0.0
velocity_z__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,-1498456.048601083,6320614.642138721,0.0,0.0,0.0,0.014624539065589456,0.0,-0.014624539065589456,0.0
altitude__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,5675364.749120003,-23812940.888670966,0.0,0.0,0.0,0.06727394813238435,0.0,-0.06727394813238435,0.0
vertical_speed__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,1498456.0486010723,-6320614.642138679,0.0,0.0,0.0,-0.014624539065590015,0.0,0.014624539065590015,0.0
heading__lag_1,0.0,0.0,0.0,0.0,0.0,0.0,-151.4864933256684,635.6480348230241,0.0,0.0,0.0,-1.7964001282912577e-06,0.0,1.7964001282912577e-06,0.0
command_throttle__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,681718.4513380886,-2875546.2193010002,0.0,0.0,0.0,-0.016496697713944165,0.0,0.016496697713944165,0.0
roll__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,1267103.19234122,-5316854.568665376,0.0,0.0,0.0,0.015025922689929604,0.0,-0.015025922689929604,0.0
pitch__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,-2662477.393292143,11171658.719312333,0.0,0.0,0.0,-0.031566931045084755,0.0,0.031566931045084755,0.0
yaw__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,-151.4864933256684,635.6480348230241,0.0,0.0,0.0,-1.7964001282912577e-06,0.0,1.7964001282912577e-06,0.0
roll_rate__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,22772212.966697372,-96055124.77031375,0.0,0.0,0.0,0.32788939656857796,0.0,-0.32788939656857796,0.0
pitch_rate__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,9068546.144212939,-38251896.40732886,0.0,0.0,0.0,0.13159660587370792,0.0,-0.13159660587370792,0.0
yaw_rate__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,-45863245.39879242,193455057.07307315,0.0,0.0,0.0,-0.6659170912406432,0.0,0.6659170912406432,0.0
position_x__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0023125654371093114,-0.009754597057646652,0.0,0.0,0.0,8.116978570643936e-10,0.0,-8.116978570643936e-10,0.0
position_y__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005482501090826794,0.0023125654371092246,0.0,0.0,0.0,-1.9243279845694163e-10,0.0,1.9243279845694163e-10,0.0
position_z__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,-5675364.749120003,23812940.888670966,0.0,0.0,0.0,-0.06727394813238435,0.0,0.06727394813238435,0.0
velocity_z__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,621116.3594848731,-2619921.458421833,0.0,0.0,0.0,0.004169421598552044,0.0,-0.004169421598552044,0.0
altitude__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,5675364.749120003,-23812940.888670966,0.0,0.0,0.0,0.06727394813238435,0.0,-0.06727394813238435,0.0
vertical_speed__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,-621116.3594848451,2619921.4584217155,0.0,0.0,0.0,-0.00416942159855192,0.0,0.00416942159855192,0.0
heading__lag_2,0.0,0.0,0.0,0.0,0.0,0.0,-151.4864933256684,635.6480348230241,0.0,0.0,0.0,-1.7964001282912577e-06,0.0,1.7964001282912577e-06,0.0
command_throttle__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,-7595627.123495071,32038999.113659855,0.0,0.0,0.0,0.013010211486591476,0.0,-0.013010211486591476,0.0
roll__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,1267103.19234122,-5316854.568665376,0.0,0.0,0.0,0.015025922689929604,0.0,-0.015025922689929604,0.0
pitch__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,-2662477.393292143,11171658.719312333,0.0,0.0,0.0,-0.031566931045084755,0.0,0.031566931045084755,0.0
yaw__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,-151.4864933256684,635.6480348230241,0.0,0.0,0.0,-1.7964001282912577e-06,0.0,1.7964001282912577e-06,0.0
roll_rate__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,22772212.966697372,-96055124.77031375,0.0,0.0,0.0,0.32788939656857796,0.0,-0.32788939656857796,0.0
pitch_rate__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,9068546.144212939,-38251896.40732886,0.0,0.0,0.0,0.13159660587370792,0.0,-0.13159660587370792,0.0
yaw_rate__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,-45863245.39879242,193455057.07307315,0.0,0.0,0.0,-0.6659170912406432,0.0,0.6659170912406432,0.0
position_x__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,-0.017505754363900207,0.07384075592837509,0.0,0.0,0.0,-7.586228270970631e-10,0.0,7.586228270970631e-10,0.0
position_y__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,0.004150166557699437,-0.01750575436389893,0.0,0.0,0.0,1.798500665254558e-10,0.0,-1.798500665254558e-10,0.0
position_z__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,-5675364.749120003,23812940.888670966,0.0,0.0,0.0,-0.06727394813238435,0.0,0.06727394813238435,0.0
velocity_z__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,7107399.237539156,-29979612.50198429,0.0,0.0,0.0,0.044721826965569006,0.0,-0.044721826965569006,0.0
altitude__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,5675364.749120003,-23812940.888670966,0.0,0.0,0.0,0.06727394813238435,0.0,-0.06727394813238435,0.0
vertical_speed__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,-7107399.237539126,29979612.501984164,0.0,0.0,0.0,-0.04472182696556877,0.0,0.04472182696556877,0.0
heading__lag_3,0.0,0.0,0.0,0.0,0.0,0.0,-151.4864933256684,635.6480348230241,0.0,0.0,0.0,-1.7964001282912577e-06,0.0,1.7964001282912577e-06,0.0
