window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
0.08336629770195048,0.026332870450994035,357.6416625816312,-0.279585584008293,-0.04042940114807578,1.0231465251072356,0.08336629770195048,0.026332870450994035,357.6416625816312,0.29330045400573435,0.047945262481132365,1.0231465251072356
