flight_mode,scenario,amplitude_tier,config_key,config_name,run_id,study_name,config_profile,artifact_dir,analysis_status,baseline_pair_split_rate,active_pair_split_rate,pair_split_specificity,pair_split_sign_consistency,pair_split_direction,baseline_collective_floor_rate,active_collective_floor_rate,collective_floor_specificity,accepted,failsafe_during_experiment,completion_reason,rejection_reasons,anomaly_summary,status,exit_code,research_acceptance
GUIDED_NOGPS,nominal,confirm,nominal-confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm.yaml,20260415_100739_ardupilot_attitude_pulse_train_throttle_r2,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100739_ardupilot_attitude_pulse_train_throttle_r2,ok,0.01282051282051282,0.2,0.18717948717948718,1.0,12_gt_34,0.38461538461538464,0.6,0.21538461538461534,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,confirm,nominal-confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm.yaml,20260415_100813_ardupilot_attitude_pulse_train_throttle_r3,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100813_ardupilot_attitude_pulse_train_throttle_r3,ok,0.025157232704402517,0.18181818181818182,0.1566609491137793,1.0,12_gt_34,0.389937106918239,0.6060606060606061,0.21612349914236706,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,confirm,nominal-confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm.yaml,20260415_100847_ardupilot_attitude_pulse_train_throttle_r4,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100847_ardupilot_attitude_pulse_train_throttle_r4,ok,0.01935483870967742,0.18181818181818182,0.1624633431085044,1.0,12_gt_34,0.3935483870967742,0.6060606060606061,0.21251221896383188,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,nominal,confirm,nominal-confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm.yaml,20260415_100921_ardupilot_attitude_pulse_train_throttle_r5,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,ardupilot_a2_guided_nogps_boundary_readiness_nominal_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100921_ardupilot_attitude_pulse_train_throttle_r5,ok,0.02564102564102564,0.18181818181818182,0.1561771561771562,1.0,12_gt_34,0.38461538461538464,0.6060606060606061,0.22144522144522144,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,micro,throttle_biased-micro,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro.yaml,20260415_100955_ardupilot_attitude_pulse_train_throttle_r1,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_100955_ardupilot_attitude_pulse_train_throttle_r1,ok,0.0189873417721519,0.20588235294117646,0.18689501116902457,1.0,12_gt_34,0.3924050632911392,0.5882352941176471,0.19583023082650786,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,micro,throttle_biased-micro,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro.yaml,20260415_101030_ardupilot_attitude_pulse_train_throttle_r2,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101030_ardupilot_attitude_pulse_train_throttle_r2,ok,0.0189873417721519,0.18181818181818182,0.16283084004602993,1.0,12_gt_34,0.3860759493670886,0.6363636363636364,0.25028768699654774,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,micro,throttle_biased-micro,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro.yaml,20260415_101104_ardupilot_attitude_pulse_train_throttle_r3,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101104_ardupilot_attitude_pulse_train_throttle_r3,ok,0.012658227848101266,0.2,0.18734177215189873,1.0,12_gt_34,0.3860759493670886,0.6,0.21392405063291137,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,micro,throttle_biased-micro,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro.yaml,20260415_101138_ardupilot_attitude_pulse_train_throttle_r4,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101138_ardupilot_attitude_pulse_train_throttle_r4,ok,0.025157232704402517,0.1875,0.1623427672955975,1.0,12_gt_34,0.389937106918239,0.59375,0.20381289308176098,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,micro,throttle_biased-micro,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro.yaml,20260415_101212_ardupilot_attitude_pulse_train_throttle_r5,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_micro,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101212_ardupilot_attitude_pulse_train_throttle_r5,ok,0.01948051948051948,0.17647058823529413,0.15699006875477464,1.0,12_gt_34,0.38311688311688313,0.6176470588235294,0.2345301757066463,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,probe,throttle_biased-probe,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe.yaml,20260415_101246_ardupilot_attitude_pulse_train_throttle_r1,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101246_ardupilot_attitude_pulse_train_throttle_r1,ok,0.006369426751592357,0.17142857142857143,0.16505914467697907,1.0,12_gt_34,0.3885350318471338,0.6,0.2114649681528662,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,probe,throttle_biased-probe,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe.yaml,20260415_101320_ardupilot_attitude_pulse_train_throttle_r2,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101320_ardupilot_attitude_pulse_train_throttle_r2,ok,0.018867924528301886,0.22580645161290322,0.20693852708460134,1.0,12_gt_34,0.4025157232704403,0.5806451612903226,0.17812943801988235,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,probe,throttle_biased-probe,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe.yaml,20260415_101354_ardupilot_attitude_pulse_train_throttle_r3,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101354_ardupilot_attitude_pulse_train_throttle_r3,ok,0.012903225806451613,0.21212121212121213,0.1992179863147605,1.0,12_gt_34,0.3935483870967742,0.5757575757575758,0.1822091886608016,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,probe,throttle_biased-probe,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe.yaml,20260415_101429_ardupilot_attitude_pulse_train_throttle_r4,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101429_ardupilot_attitude_pulse_train_throttle_r4,ok,0.024844720496894408,0.2,0.1751552795031056,1.0,12_gt_34,0.39751552795031053,0.6,0.20248447204968945,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,probe,throttle_biased-probe,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe.yaml,20260415_101503_ardupilot_attitude_pulse_train_throttle_r5,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_probe,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101503_ardupilot_attitude_pulse_train_throttle_r5,ok,0.025806451612903226,0.18181818181818182,0.1560117302052786,1.0,12_gt_34,0.3870967741935484,0.6060606060606061,0.2189638318670577,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,confirm,throttle_biased-confirm,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm.yaml,20260415_101537_ardupilot_attitude_pulse_train_throttle_r1,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101537_ardupilot_attitude_pulse_train_throttle_r1,ok,0.0189873417721519,0.20588235294117646,0.18689501116902457,1.0,12_gt_34,0.3860759493670886,0.5882352941176471,0.20215934475055847,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,confirm,throttle_biased-confirm,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm.yaml,20260415_101611_ardupilot_attitude_pulse_train_throttle_r2,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101611_ardupilot_attitude_pulse_train_throttle_r2,ok,0.01875,0.21875,0.2,1.0,12_gt_34,0.4,0.5625,0.16249999999999998,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,confirm,throttle_biased-confirm,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm.yaml,20260415_101645_ardupilot_attitude_pulse_train_throttle_r3,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101645_ardupilot_attitude_pulse_train_throttle_r3,ok,0.01910828025477707,0.21212121212121213,0.19301293186643506,1.0,12_gt_34,0.3885350318471338,0.6060606060606061,0.2175255742134723,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,confirm,throttle_biased-confirm,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm.yaml,20260415_101719_ardupilot_attitude_pulse_train_throttle_r4,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101719_ardupilot_attitude_pulse_train_throttle_r4,ok,0.024844720496894408,0.1875,0.1626552795031056,1.0,12_gt_34,0.38509316770186336,0.625,0.23990683229813664,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
GUIDED_NOGPS,throttle_biased,confirm,throttle_biased-confirm,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm.yaml,20260415_101753_ardupilot_attitude_pulse_train_throttle_r5,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm,ardupilot_a2_guided_nogps_boundary_readiness_throttle_biased_confirm,/mnt/nvme/autopilot_lab/artifacts/raw/ardupilot/20260415_101753_ardupilot_attitude_pulse_train_throttle_r5,ok,0.025477707006369428,0.17647058823529413,0.1509928812289247,1.0,12_gt_34,0.3821656050955414,0.6176470588235294,0.235481453727988,True,False,profile_completed,,quality_alignment_p95_exceeded,completed,0,accepted
