feature,actuator_1,actuator_2,actuator_3,actuator_4
command_roll,-20893.34205755222,-20827.5039635215,-20955.789946267847,-20859.281253140693
command_pitch,20958.09206766418,21037.263236285085,20927.017230103233,20927.274812247342
command_yaw,10472.276692981994,10157.272217245212,10685.524530280429,10449.14082698583
command_throttle,-155.74123122220308,-163.65103177330369,-150.72380494038381,-156.10647176050165
roll,-35.004630444751,-34.94768980073421,-34.76300225047081,-35.14872591478663
pitch,1.2620286423031997,1.5188854294448646,1.5737571319040806,1.1936412583211111
yaw,4.398417719394799,3.743744867688057,3.9014322465364613,4.596857482472336
roll_rate,-5.8260335242170465,-5.778158963887246,-5.859154248753849,-5.73339975494048
pitch_rate,0.07193239768148042,0.265198494592047,-0.08223583973732375,0.28506112449996135
yaw_rate,0.008178226508411423,0.3561949659858525,-0.6886653786181604,0.42412486889795653
position_x,1.1989443109052957,1.155795732268726,1.1485231431668461,1.2373395998272194
position_y,-8.213574355852495,-8.236424890206953,-8.228816426691012,-8.23795238257869
position_z,0.5199415189586865,0.5207970222386076,0.5237643556976319,0.5214537532475121
velocity_x,5.914726375197928,5.9664272599269195,6.027811606347773,5.847128996732137
velocity_y,9.684676639033368,9.742054995832754,9.660146713960335,9.747271018781957
velocity_z,0.3975307097469923,0.3953320668009395,0.39943925516468687,0.3959079790385743
altitude,-0.5199415416348602,-0.5207970447964457,-0.5237643781128385,-0.5214537758085165
vertical_speed,-0.3975306019608104,-0.3953319589738652,-0.3994391483933504,-0.39590787157707164
heading,-13.312612062230414,-12.86983867581799,-12.59632968056,-13.836729677082168
mode_offboard_attitude,318.1139212511406,317.5021637697716,318.7679119827977,317.91558363828136
mode_posctl,-318.1139212164861,-317.5021637355923,-318.76791194852075,-317.91558360387694
config_profile_px4_real_offboard_attitude_nominal,318.1139212536781,317.5021637722815,318.7679119854934,317.91558364088576
config_profile_px4_real_posctl_nominal,-318.1139212586836,-317.5021637772132,-318.767911989993,-317.91558364572745
integrator_roll,-9.594123042180541,-9.588953741692125,-9.026842931078475,-10.835356076081919
integrator_pitch,60.664892022995765,59.51471142956281,60.767526372077796,59.81590924037009
integrator_yaw,1013.6108861974042,1012.5471795767132,1010.9365256841444,1011.8624726281878
control_output_roll,4.46901529217299,4.51020342265301,4.517002154913301,4.459470364157052
control_output_pitch,-2.4679995882218115,-2.6364303850366095,-2.4073223488570767,-2.651269495187495
control_output_yaw,-3.597062259248951,-3.5767813900899355,-3.8054143563638743,-3.8536525072994032
command_roll__lag_1,-29812.927860520722,-29680.81085906441,-29459.91745218768,-29654.89245181073
command_pitch__lag_1,13910.241799020621,13911.43917501144,13614.16630282631,13848.2213621829
command_yaw__lag_1,45882.01149152668,45557.48914269928,45600.43005174903,45618.06687147806
command_throttle__lag_1,830.095545165428,821.9207590290754,821.3365085019068,823.025986530936
roll__lag_1,41.754793453241454,41.77181523123419,41.323144133589544,41.9479992076798
pitch__lag_1,3.4168611138804215,2.980460548134436,2.6175651801875115,3.629540312532528
yaw__lag_1,-7.898871287441008,-7.61044707021665,-7.1863259309289065,-7.769175823409479
