received_time_ns,event_type,field_name,previous_value,current_value
1775653412990502895,vehicle_status_events,nav_state,4,2
1775653412990502895,vehicle_status_events,pre_flight_checks_pass,True,False
1775653413100697598,vehicle_status_events,pre_flight_checks_pass,False,True
1775653413363499236,vehicle_status_events,arming_state,1,2
1775653413363499236,vehicle_status_events,nav_state,2,14
1775653415477776845,vehicle_status_events,nav_state,14,4
1775653415477776845,vehicle_status_events,failsafe,False,True
1775653419623057214,vehicle_status_events,nav_state,4,5
1775653423629314994,vehicle_status_events,arming_state,2,1
1775653423629314994,vehicle_status_events,nav_state,5,14
1775653423629314994,vehicle_status_events,failsafe,True,False
1775653425375058749,vehicle_status_events,nav_state,14,18
1775653425375058749,vehicle_status_events,pre_flight_checks_pass,True,False
