received_time_ns,x,y,z,vx,vy,vz
1775929122857977590,0.0,0.0,0.027,0.0,0.0,0.03
1775929122909881523,0.0,0.0,0.027,0.0,0.0,0.03
1775929122962392293,0.0,0.0,0.027,0.0,0.0,0.03
1775929123014475359,0.0,0.0,0.027,0.0,0.0,0.03
1775929123067546568,0.0,0.0,0.027,0.0,0.0,0.03
1775929123119846687,0.0,0.0,0.027,0.0,0.0,0.03
1775929123171828123,0.0,0.0,0.027,0.0,0.0,0.03
1775929123224004628,0.0,0.0,0.027,0.0,0.0,0.03
1775929123276037423,0.0,0.0,0.027,0.0,0.0,0.03
1775929123328557633,0.0,0.0,0.027,0.0,0.0,0.03
1775929123380665851,0.0,0.0,0.027,0.0,0.0,0.02
1775929123382148609,0.0,0.0,0.027,0.0,0.0,0.02
1775929123433813027,0.0,0.0,0.027,0.0,0.0,0.02
1775929123486040698,0.0,0.0,0.027,0.0,0.0,0.02
1775929123538080406,0.0,0.0,0.027,0.0,0.0,0.02
1775929123590297902,0.0,0.0,0.027,0.0,0.0,0.02
1775929123642121517,0.0,0.0,0.027,0.0,0.0,0.02
1775929123694034986,0.0,0.0,0.027,0.0,0.0,0.02
1775929123746084197,0.0,0.0,0.027,0.0,0.0,0.02
1775929123799027504,0.0,0.0,0.027,0.0,0.0,0.02
1775929123851496132,0.0,0.0,0.027,0.0,0.0,0.02
1775929123903663644,0.0,0.0,0.027,0.0,0.0,0.02
1775929123955639001,0.0,0.0,0.027,0.0,0.0,0.02
1775929124007427065,0.0,0.0,0.027,0.0,0.0,0.01
1775929124059484276,0.0,0.0,0.027,0.0,0.0,0.01
1775929124111469617,0.0,0.0,0.027,0.0,0.0,0.01
1775929124163848326,0.0,0.0,0.027,0.0,0.0,0.01
1775929124215981632,0.0,0.0,0.027,0.0,0.0,0.01
1775929124268371030,0.0,0.0,0.027,0.0,0.0,0.01
1775929124320821578,0.0,0.0,0.027,0.0,0.0,0.01
