future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
0.002711313344520587,0.00010586029530371496,-0.007779462905060264,-0.003951014143722081,0.00016508016291156503,-0.005524332903127142
