future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate,future_state_position_x,future_state_position_y,future_state_position_z,future_state_velocity_x,future_state_velocity_y,future_state_velocity_z,future_state_altitude,future_state_vertical_speed,future_state_heading
0.004557226458151922,-0.0005379926818187572,0.15395880851318125,-0.005079867293532584,-0.003200107165212006,0.01412355855191454,0.005975231774445231,0.0478657342300918,-0.08697398288473851,-0.011873602341226436,0.018130046636594743,0.16254928546120687,0.08697398288473851,-0.16254928546120687,0.1561669047346504
