feature,future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate,future_state_position_x,future_state_position_y,future_state_position_z,future_state_velocity_x,future_state_velocity_y,future_state_velocity_z,future_state_altitude,future_state_vertical_speed,future_state_heading
command_roll,0.06285624356579207,-0.0020456153744475543,0.010350933453488517,-0.004119081612826268,0.0003597799990993744,0.00900247100525584,0.0012373475730642221,0.003855768273570991,0.0017891614307575649,0.011690890360389556,0.03138078629582894,0.019013157604414042,-0.0017891614307575649,-0.019013157604414042,0.009274504155748254
command_pitch,0.003361099415207739,0.05942519975038944,0.0035142567790257704,0.005197965482115069,0.0013837915490701493,-0.0045719609310647695,0.0012683852572905891,-0.0012075079195633847,0.000810646547822818,-0.0307379355328489,0.009106601960241743,0.0030343403145794384,-0.000810646547822818,-0.0030343403145794384,0.0028548418796098705
command_yaw,0.0010016628564332394,-7.841172221556274e-05,0.03563209148821922,0.0035934900616063884,0.0033922757352656814,-0.0013985251221625133,-0.0010406627601797997,-0.0009483597864351204,0.0019520490116737201,0.0007792455536048064,0.0006376728615235727,-0.005917150618999305,-0.0019520490116737201,0.005917150618999305,0.034675833607666406
command_throttle,0.0036336134137321574,-0.006659040926138686,0.1865871488582241,0.02069210420833738,-0.00824383993611861,0.13417510321879392,-0.05768804762535206,0.03784875046144165,-0.03455004528749664,-0.050829593072337725,0.00038067569771466027,0.06362633975486315,0.03455004528749664,-0.06362633975486315,0.18106019575446786
roll,0.8028966913961186,0.01264966572392364,-0.06585860213947123,0.0055543411353555245,-0.024624621588598305,-0.09650705852072632,-0.0038092775020992257,0.04681573425929129,-0.03217924295055751,-0.44163144202572746,0.33645016890424556,-0.3159667214119102,0.03217924295055751,0.3159667214119102,-0.06256170912051008
pitch,-0.00428117876111399,0.7557256152753313,0.002033573281573167,-0.018691340381928198,0.014097090734870078,0.01768906045994713,-0.026415344719488806,0.013303210663701659,-0.02481299267295746,-0.33345773857593203,-0.4042743630736829,-0.1380558949079641,0.02481299267295746,0.1380558949079641,0.0033494295047880786
yaw,-0.3459062812978961,0.2074119026569588,2.1145307585022515,0.32345278208242956,-0.628716093821982,0.43839894232374876,-0.1344594118236933,0.40351219113705833,-0.2346760191682099,-0.027406800038678118,0.336925056178557,0.5695900348508597,0.2346760191682099,-0.5695900348508597,2.072185714473372
roll_rate,0.0015294051256102281,-0.0009423458344402138,-0.005098620792811379,0.6007293584214244,-0.08976576790205575,0.590773741413264,-0.0003014280600960025,-0.008125132271459277,0.0018334668502229881,0.0015328545211971422,-0.0014139038180179793,-0.007792610074894097,-0.0018334668502229881,0.007792610074894097,2.3137154578068125e-05
pitch_rate,0.008802430566159463,-0.00014823524431264074,-0.00481362657257133,0.15538108494143985,0.635181570002562,-0.3603144802308745,-0.0003785124347784445,-0.010425944465877836,0.005428159912261004,-0.006873438493046812,-0.0022507523020404412,-0.0033422968605750676,-0.005428159912261004,0.0033422968605750676,-0.006826473922253943
yaw_rate,0.004266145141209529,0.01199347601086521,-0.005727317800418027,0.04704477708227483,-0.028509290282108364,1.0319357057162681,-0.0022107039566929094,0.01891434016624845,-0.014091635593819155,-0.003218506689320071,0.0093900355357084,0.038214600332968744,0.014091635593819155,-0.038214600332968744,-0.006567678994260272
position_x,0.0006684839796582945,-0.0007337338273193314,-3.6694645664987334e-05,-1.9330465276806144e-05,-0.0013834778487880602,0.00020180668464324822,1.0000930198750377,-0.001312618599786391,0.0016047451195914113,-0.000842140497823545,0.0013703319828376858,-0.000505581455636048,-0.0016047451195914113,0.000505581455636048,-0.00015320809160970742
position_y,0.0007853302256672297,0.0010169148328120466,0.0014239530980109257,4.7787784413946e-05,-1.3971368187124383e-05,-0.005048850487751798,-0.001479733450177409,1.0011611756101915,0.0013259482910714805,0.0008111445412409529,-0.0018288478150109925,0.0015517232273373333,-0.0013259482910714805,-0.0015517232273373333,0.0013742982890698919
position_z,0.00012859500059898604,-1.8010866207688637e-05,0.0005309134921316899,-0.00018380403539424093,2.1051312988877494e-05,0.00046811557716075085,9.123404545222353e-05,-6.165948356090989e-05,0.4998011600346015,0.00010192828524738713,-0.00022311661180069264,-0.003097079614987281,-0.4998011600346015,0.003097079614987281,0.000521642920707049
velocity_x,0.017437993086947053,0.0020236842197973947,-0.018447171214261215,0.004465558687122243,0.011432252082863387,0.01200836134637355,0.09488260900549683,0.002869920836585249,0.00014167657624936168,0.9945573579108292,-0.0002658291829601398,0.007286563752953008,-0.00014167657624936168,-0.007286563752953008,-0.016908260379836355
velocity_y,-0.005691209630384814,0.01812481035019074,0.006319838366391308,-0.0009980286586004177,-0.002837205674940557,0.0070632571627852634,-0.007556027954218706,0.09702696290654589,0.005580795354028591,-0.002582331283279415,0.9915021424873369,0.0008671172368523569,-0.005580795354028591,-0.0008671172368523569,0.006229761186506801
velocity_z,-8.135924796756053e-05,0.00027239429617528045,-0.0026214900081895885,0.00017042639539393935,-0.0003799367325408533,-0.0007444201503407277,0.00017322357657032555,0.001061631206696769,0.04419944234348848,0.0005954680797413463,0.00016648256886870244,0.49695976418230836,-0.04419944234348848,-0.49695976418230836,-0.00280182893385011
altitude,-0.00012859500059949093,1.8010866207460755e-05,-0.000530913492121286,0.00018380403539161258,-2.105131298713284e-05,-0.00046811557715501406,-9.12340454517248e-05,6.165948356019682e-05,-0.4998011600346027,-0.00010192828524795502,0.00022311661180046005,0.0030970796149879494,0.4998011600346027,-0.0030970796149879494,-0.0005216429206968268
vertical_speed,8.135924796847996e-05,-0.000272394296175936,0.002621490008196488,-0.00017042639539544354,0.00037993673254342353,0.0007444201503430244,-0.00017322357656992035,-0.0010616312066982795,-0.04419944234348966,-0.0005954680797413107,-0.0001664825688688906,-0.4969597641823091,0.04419944234348966,0.4969597641823091,0.002801828933857038
heading,0.3334513099790165,-0.17977717857481423,-1.3162392216569743,-0.02711854002563721,0.48370186305047713,-0.3479508560755314,0.014799795006440214,-0.2705257499454455,0.03585788526113777,0.06960691617000461,-0.02949716382837544,-0.3680726284309329,-0.03585788526113777,0.3680726284309329,-1.2729048794917845
mode_offboard_attitude,3.1474389067254194e-16,-5.564667650281852e-17,-2.5937368572370723e-15,4.781331580661075e-16,-3.2824220771998647e-17,-1.307087034094212e-15,-1.6479873021779667e-17,-8.673617379884035e-18,-1.8973538018496328e-17,1.6306400674181987e-16,1.474514954580286e-17,-3.602803819169331e-16,1.8973538018496328e-17,3.602803819169331e-16,-2.488135565636984e-15
mode_posctl,5.933431914198484e-16,-1.0167105872482818e-16,-4.836619115194257e-15,9.686262208985497e-16,-1.0782390605368342e-16,-2.7151675005554488e-15,-9.627715291671279e-17,-3.122502256758253e-17,1.474514954580286e-17,3.163701939312702e-16,3.361026734705064e-17,-7.658804146437603e-16,-1.474514954580286e-17,7.658804146437603e-16,-4.700253586949893e-15
clip__command_roll,0.06285624356578384,-0.0020456153744492192,0.010350933453630747,-0.004119081612849833,0.00035977999911577407,0.00900247100532484,0.001237347573065909,0.003855768273572386,0.0017891614307860159,0.011690890360383486,0.031380786295825504,0.019013157604426185,-0.0017891614307860159,-0.019013157604426185,0.009274504155889055
sq__command_roll,-0.05700812986334936,-0.04577367666832219,0.8774629768456246,-0.12802830298570722,-0.007978720438449091,0.3685927703963452,-0.005134547995481857,-0.14969654394267273,0.052003049158705274,-0.006350593530808458,-0.12468413937054182,0.3705001780264508,-0.052003049158705274,-0.3705001780264508,0.8368810308887331
clip__command_pitch,0.003361099415236905,0.05942519975038122,0.0035142567788682367,0.005197965482107683,0.001383791549109664,-0.004571960931096486,0.0012683852572952146,-0.001207507919595566,0.0008106465477942562,-0.030737935532842788,0.009106601960236594,0.0030343403145461816,-0.0008106465477942562,-0.0030343403145461816,0.0028548418794566714
sq__command_pitch,-0.07512118280613289,-0.04010655621925109,-0.04040191626000908,0.036412805686965616,0.11100092642927765,0.15045162096697245,0.21128341995957373,0.033339953028652676,0.10149935702110567,0.27393147283045993,-0.05665596852250715,-0.03092445007831541,-0.10149935702110567,0.03092445007831541,-0.012534194108786992
clip__command_yaw,0.0010016628564305209,-7.841172221800241e-05,0.035632091488248516,0.0035934900615890606,0.003392275735278038,-0.0013985251221447063,-0.0010406627601760885,-0.0009483597864386324,0.0019520490116812395,0.0007792455535980412,0.0006376728615163351,-0.005917150619003718,-0.0019520490116812395,0.005917150619003718,0.034675833607697326
sq__command_yaw,-0.011845368340036131,-0.0013426362292545979,0.3642717838493764,0.16156364140959592,-0.013397206422207028,-0.37280662774080725,-0.030154614022907512,0.05228159851403842,0.06539077305650848,-0.05264347176445693,-0.01575205138302502,0.1005682419371606,-0.06539077305650848,-0.1005682419371606,0.34381417667555886
clip__command_throttle,0.04601298235136439,0.02144591253764523,-0.9766754458992561,-0.0452197964321963,1.1555829838529401,-0.43678426539317583,0.03750719390490334,-0.004828522096965906,-0.03382076647538743,0.03610138885015579,0.026093994848451364,-0.5587864015287111,0.03382076647538743,0.5587864015287111,-1.01576041403554
sq__command_throttle,0.005194779061942875,-0.0032087489010979723,0.26693665069110734,0.03641567554432618,-0.0005283185263235228,0.16991750292996352,-0.05996837460531177,0.05407099074905654,-0.1088282357352385,-0.07308139134743151,0.0024227222357076457,-0.6196226154056761,0.1088282357352385,0.6196226154056761,0.2565751061132935
sq__roll,0.23125175825238528,0.04732672054541033,-1.0823569032673015,0.5127235991848597,0.12550829733127222,-0.26318230221657585,-0.7831562006182229,-0.24420938654988203,-0.5953843887640642,-0.5149620433250699,-0.20342370926452918,-7.930476524583248,0.5953843887640642,7.930476524583248,-1.0424055602127522
