future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate,future_state_position_x,future_state_position_y,future_state_position_z,future_state_velocity_x,future_state_velocity_y,future_state_velocity_z,future_state_altitude,future_state_vertical_speed,future_state_heading
6.068605455253655,-0.36190750149952927,129.0791989123507,2.9673841966130623,0.06598139268106809,0.020182564229439426,-553285111.2944609,2332542766.1884217,-6.02193170764245,8.370241802776851,140.10423573367206,-124.46105538352475,6.02193170764245,124.46105538352475,129.0791989123507
