future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
2.671265169960123,-0.33785583763365745,324.8923286368114,-7.275896376506976,-2.8467410209500406,15.859509074177097
