received_time_ns,x,y,z,vx,vy,vz
1775928781670152561,0.0,0.0,0.027,0.0,0.0,0.03
1775928781722611406,0.0,0.0,0.027,0.0,0.0,0.03
1775928781774742451,0.0,0.0,0.027,0.0,0.0,0.03
1775928781827159537,0.0,0.0,0.027,0.0,0.0,0.03
1775928781879054523,0.0,0.0,0.027,0.0,0.0,0.03
1775928781931571415,0.0,0.0,0.027,0.0,0.0,0.03
1775928781984710821,0.0,0.0,0.027,0.0,0.0,0.03
1775928782038002096,0.0,0.0,0.027,0.0,0.0,0.03
1775928782090359792,0.0,0.0,0.027,0.0,0.0,0.03
1775928782142246011,0.0,0.0,0.027,0.0,0.0,0.03
1775928782195244781,0.0,0.0,0.027,0.0,0.0,0.02
1775928782247134200,0.0,0.0,0.027,0.0,0.0,0.02
1775928782299503449,0.0,0.0,0.027,0.0,0.0,0.02
1775928782351679325,0.0,0.0,0.027,0.0,0.0,0.02
1775928782352984352,0.0,0.0,0.027,0.0,0.0,0.02
1775928782455399285,0.0,0.0,0.027,0.0,0.0,0.02
1775928782456652824,0.0,0.0,0.027,0.0,0.0,0.02
1775928782508277129,0.0,0.0,0.027,0.0,0.0,0.02
1775928782560807110,0.0,0.0,0.027,0.0,0.0,0.02
1775928782612930092,0.0,0.0,0.027,0.0,0.0,0.02
1775928782665427401,0.0,0.0,0.027,0.0,0.0,0.02
1775928782717809033,0.0,0.0,0.027,0.0,0.0,0.02
1775928782769921871,0.0,0.0,0.027,0.0,0.0,0.02
1775928782822200561,0.0,0.0,0.027,0.0,0.0,0.01
1775928782874120220,0.0,0.0,0.027,0.0,0.0,0.01
1775928782925910121,0.0,0.0,0.027,0.0,0.0,0.01
1775928782977889970,0.0,0.0,0.027,0.0,0.0,0.01
1775928783031052097,0.0,0.0,0.027,0.0,0.0,0.01
1775928783083458913,0.0,0.0,0.027,0.0,0.0,0.01
1775928783135771524,0.0,0.0,0.027,0.0,0.0,0.01
1775928783188106726,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775928783240082992,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775928783292476464,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775928783344467034,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.01
1775928783396415653,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783448294929,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783500208541,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783552153959,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783553616006,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783605212025,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783657355551,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783709265515,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783761783241,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783813870576,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783866666728,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783918674161,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928783970817240,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928784023288631,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928784075254178,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928784127636132,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928784179680718,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928784232214860,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928784284337908,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928784336321727,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0
1775928784388790623,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784440589902,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784492937584,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784544917083,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784597412251,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784649877339,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784701869477,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784703729307,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784755747237,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784807645330,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784860398828,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784912809517,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928784965027635,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01
1775928785017677455,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785070124720,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785122769901,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785174766585,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785227754894,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785279785049,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785332121149,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785386711662,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785438792087,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785491228889,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785543248708,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785595888065,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785647923308,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785700431052,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785701683216,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785804024908,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785805513002,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.02
1775928785857070464,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775928785908893903,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775928785960994137,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775928786013017828,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775928786065729184,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775928786118193538,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775928786169970676,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775928786221804964,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775928786274054059,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775928786326593483,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
1775928786378406748,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.03
