flight_mode,scenario,accepted_count,attempt_count,recommended_target,recommended_path,collective_median_specificity,collective_tier_range_specificity,pair_median_specificity,pair_median_active_rate,pair_median_sign_consistency,pair_tier_range_specificity,pair_dominant_direction,best_single_actuator,best_single_median_specificity,best_single_tier_range_specificity,actuator_specificity_spread,active_dominant_vector_state,active_dominant_vector_purity,baseline_dominant_vector_state,baseline_dominant_vector_purity,blocking_reasons
GUIDED_NOGPS,nominal,15,15,pair_imbalance_12_vs_34,guided_nogps_pair_target_readiness,0.21538461538461534,0.022775003601511412,0.18717948717948718,0.20588235294117646,1.0,0.024380856394736944,12_gt_34,actuator_1,0.21538461538461534,0.022775003601511412,0.0,0.000|0.000|0.000|0.000,1.0,0.000|0.000|0.000|0.000,1.0,single_actuator_symmetry_collapse
GUIDED_NOGPS,throttle_biased,15,15,pair_imbalance_12_vs_34,guided_nogps_pair_target_readiness,0.20521496815286622,0.017825311942959,0.19301293186643506,0.20588235294117646,1.0,0.0,12_gt_34,actuator_1,0.20521496815286622,0.017825311942959,0.0,0.000|0.000|0.000|0.000,1.0,0.000|0.000|0.000|0.000,1.0,single_actuator_symmetry_collapse
