received_time_ns,event_type,field_name,previous_value,current_value
1775653481228561701,vehicle_status_events,nav_state,4,2
1775653481228561701,vehicle_status_events,pre_flight_checks_pass,True,False
1775653481338991833,vehicle_status_events,pre_flight_checks_pass,False,True
1775653481585791739,vehicle_status_events,arming_state,1,2
1775653481585791739,vehicle_status_events,nav_state,2,14
1775653491301694931,vehicle_status_events,nav_state,14,2
1775653499400738118,vehicle_status_events,nav_state,2,18
1775653505337256836,vehicle_status_events,arming_state,2,1
1775653505337256836,vehicle_status_events,nav_state,18,2
1775653506007896453,vehicle_status_events,pre_flight_checks_pass,True,False
