received_time_ns,event_type,field_name,previous_value,current_value
1775653481227722547,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775653481227722547,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775653481586646124,vehicle_control_mode_events,flag_armed,False,True
1775653481586646124,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775653481586646124,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775653491300270956,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775653491300270956,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775653499400970561,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775653499400970561,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775653505337859481,vehicle_control_mode_events,flag_armed,True,False
1775653505337859481,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775653505337859481,vehicle_control_mode_events,flag_control_auto_enabled,True,False
