feature,actuator_1,actuator_2,actuator_3,actuator_4
command_roll,-2.346609141388934e-05,3.296620760058333e-05,-4.100558849522089e-05,2.1124217079999e-05
command_pitch,6.664733165056828e-07,-9.354307651478448e-06,1.207882463924014e-05,1.0827090537434234e-06
command_yaw,-6.360325197594417e-06,-1.989272329978956e-06,3.430123401515529e-05,-1.3364653981654981e-05
command_throttle,3.504264042179469e-05,-0.0003538232775225908,5.9341352788274735e-05,-0.00020773302716873304
roll,-0.0016864780440790468,-0.018202910137741255,-0.0020518911566765018,-0.013056244921884865
pitch,0.03644347869100538,-0.005010625600997395,-0.012705825642732097,0.027392690849452853
yaw,-0.001955829976453459,-0.00025677962600611766,-0.0004501354589713582,0.0007968231366726523
roll_rate,0.01908867865875386,0.0007934076331496612,-0.011748298102459531,-0.009017970342362713
pitch_rate,-0.0037776687294946484,-0.0013282914229696872,-0.0013569972528781112,0.0038277123009548344
yaw_rate,0.010478419545840969,-1.2537161747104814e-05,0.008670691278071657,-0.0031134953387380645
position_x,-1.7800131144759786e-13,5.489113238811968e-13,-1.4977098325078384e-13,-2.444859584261079e-13
position_y,3.9299829550024816e-14,-1.274453798228022e-13,3.178540671693203e-14,5.802285008175807e-14
position_z,5.188703463071141e-08,-1.5187631583145513e-06,7.788322740102811e-07,-4.07407933466026e-07
velocity_x,1.447469190889249e-05,-3.026531156891436e-06,7.629930633881487e-06,-7.139622911452911e-06
velocity_y,-1.9322548265792713e-05,2.2172371138104743e-05,-2.650566402099942e-05,3.153745416131182e-05
velocity_z,3.8821933677310894e-06,3.7599927826388723e-06,-2.0945730725870328e-06,1.6102087884149195e-06
altitude,-5.188703463056273e-08,1.5187631583147002e-06,-7.788322740083204e-07,4.074079334660555e-07
vertical_speed,-3.882193367687655e-06,-3.75999278263535e-06,2.0945730725951376e-06,-1.610208788432312e-06
heading,-0.0019558299764455005,-0.0002567796260112144,-0.00045013545897096583,0.0007968231366814952
mode_guided_nogps,0.0,0.0,0.0,0.0
mode_stabilize,0.0,0.0,0.0,0.0
clip__command_roll,-2.3466091413242687e-05,3.296620760040295e-05,-4.100558849525274e-05,2.112421708067687e-05
sq__command_roll,0.0022968350714969977,0.0037389196932899327,0.0018744074465900156,-0.0034525772120716993
clip__command_pitch,6.664733170307608e-07,-9.354307651559805e-06,1.2078824639575564e-05,1.0827090530083076e-06
sq__command_pitch,0.0046929944758523304,0.0017849106726866056,-0.0011126920108289037,-2.321738614703586e-06
clip__command_yaw,-6.36032519863016e-06,-1.989272329884316e-06,3.43012340155131e-05,-1.3364653981054756e-05
sq__command_yaw,-0.007479268271218478,0.0013283630089452572,0.00023455511185498622,-0.00021665848043973704
clip__command_throttle,0.0,0.0,0.0,0.0
sq__command_throttle,-0.0001414970383253115,-0.0005696983910417453,0.00016386238534445857,-0.00039853158711743066
sq__roll,-0.006745912173528455,-0.07281164054976026,-0.008207564624714019,-0.0522249796897987
sq__pitch,-0.22341592245975309,0.07235601578630138,0.11249265084247684,-0.43430333243555785
sq__yaw,-2.844188613521329e-06,-2.764660457160631e-07,-7.360635666211197e-07,1.1183689294640538e-06
sq__roll_rate,0.012731819782767672,0.0016360069445926907,-0.010263414792187705,-0.008045364398772011
sq__pitch_rate,-0.010552002150586753,-0.0034172428927377197,0.0038942183815612414,0.004225404942423657
sq__yaw_rate,-0.0031703097149562887,0.00022405179137692936,-0.0023831062672533417,0.0007739278875259074
backend_ardupilot__command_roll,-2.3466091413202395e-05,3.2966207600677584e-05,-4.100558849512702e-05,2.1124217080810714e-05
backend_ardupilot__command_pitch,6.664733170630076e-07,-9.354307651407527e-06,1.2078824639240525e-05,1.082709053161426e-06
backend_ardupilot__command_yaw,-6.360325198550988e-06,-1.9892723297725017e-06,3.430123401537694e-05,-1.3364653981021551e-05
backend_ardupilot__command_throttle,3.50426404244615e-05,-0.00035382327752313497,5.934135279199954e-05,-0.0002077330271705279
