feature,delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
command_roll,0.0,0.0,0.0,0.0,0.0,0.0,-8049900.695709707,33955163.71365592,0.015903412015474953,0.1972124222393236,0.507191551036044,2.2456994269561354,-0.015903412015474953,-2.2456994269561354,0.0
command_pitch,0.0,0.0,0.0,0.0,0.0,0.0,4032618.2085415646,-17009925.459836118,-0.008557949181205008,-0.1499157674468986,-0.3125522191908066,-1.1356301631679784,0.008557949181205008,1.1356301631679784,0.0
command_yaw,0.0,0.0,0.0,0.0,0.0,0.0,-19692700.397487246,83065479.563806,0.02893199156985811,0.4845985272054708,1.7106071201719646,5.460363420206632,-0.02893199156985811,-5.460363420206632,0.0
command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,918224.2257078842,-3873147.798004288,-0.013514524334896375,-0.1161633775738346,0.0997724563503751,0.17259943754260296,0.013514524334896375,-0.17259943754260296,0.0
roll,0.0,0.0,0.0,0.0,0.0,0.0,-3268311055.46072,13786010785.152576,-55.254150911566775,166.606163789534,2424.065951579916,1376.5458959547616,55.254150911566775,-1376.5458959547616,0.0
pitch,0.0,0.0,0.0,0.0,0.0,0.0,-26067853.258393425,109956415.79829626,0.09018720256790705,0.5889986562684596,1.342529621532833,7.135900394644879,-0.09018720256790705,-7.135900394644879,0.0
yaw,0.0,0.0,0.0,0.0,0.0,0.0,67985359045.86726,-286767958876.3761,1163.3589200923545,-3389.6683389228538,-51217.53390518087,-29109.263918770805,-1163.3589200923545,29109.263918770805,0.0
roll_rate,0.0,0.0,0.0,0.0,0.0,0.0,-57533980.5600604,242683199.03268328,-0.03160304712345738,3.459763328941578,11.027506221203822,11.467882030655687,0.03160304712345738,-11.467882030655687,0.0
pitch_rate,0.0,0.0,0.0,0.0,0.0,0.0,-7835571.929394267,33051106.6529175,0.0349738244331476,0.38869917490321804,0.5514410581826616,1.439726130259088,-0.0349738244331476,-1.439726130259088,0.0
yaw_rate,0.0,0.0,0.0,0.0,0.0,0.0,100889056.83381118,-425558567.3427695,1.1398713021558813,-8.299248539612496,-31.600246135251997,-20.028391243123917,-1.1398713021558813,20.028391243123917,0.0
position_x,0.0,0.0,0.0,0.0,0.0,0.0,-35400.16163650164,149320.79186944786,-0.002929507895960538,-0.1015224346289886,0.09574755517916116,0.129550406834325,0.002929507895960538,-0.129550406834325,0.0
position_y,0.0,0.0,0.0,0.0,0.0,0.0,-8392.456963717186,35400.073378730456,-0.0006945111731632769,-0.02406837233919769,0.022699296024567998,0.030713086092027102,0.0006945111731632769,-0.030713086092027102,0.0
position_z,0.0,0.0,0.0,0.0,0.0,0.0,477.9775541526111,-2016.1509031898058,-0.0003367730917804958,-0.003018885053119792,0.0017914141005549943,-0.0024516790665624613,0.0003367730917804958,0.0024516790665624613,0.0
velocity_x,0.0,0.0,0.0,0.0,0.0,0.0,7888.844097096717,-33275.56162899254,-0.0003707799000077556,0.02492217295558989,-0.15670991667037454,0.04921398989997296,0.0003707799000077556,-0.04921398989997296,0.0
velocity_y,0.0,0.0,0.0,0.0,0.0,0.0,-8143.59330066184,34350.388365037055,-0.0007915767720586733,0.02381722249876128,-0.03533771127334791,0.08552323002500578,0.0007915767720586733,-0.08552323002500578,0.0
velocity_z,0.0,0.0,0.0,0.0,0.0,0.0,2002.1325439262441,-8445.168531368781,0.05271140030486505,0.0033235137775963148,-0.0032322848347608457,-0.0013465155341462996,-0.05271140030486505,0.0013465155341462996,0.0
altitude,0.0,0.0,0.0,0.0,0.0,0.0,4641.902953203574,-19579.94005253422,0.00035752619155850695,0.0017907708594912194,-0.0014461162922107106,0.0026096809700401095,-0.00035752619155850695,-0.0026096809700401095,0.0
vertical_speed,0.0,0.0,0.0,0.0,0.0,0.0,-16687.657341880193,70389.95662710723,-0.05284843505670714,-0.0024505132712551955,0.005076442641696407,0.0041785773915464,0.05284843505670714,-0.0041785773915464,0.0
heading,0.0,0.0,0.0,0.0,0.0,0.0,67985358108.32263,-286767954921.7333,1163.3589280967067,-3389.66833285916,-51217.533849762636,-29109.263604665433,-1163.3589280967067,29109.263604665433,0.0
mode_guided_nogps,0.0,0.0,0.0,0.0,0.0,0.0,-1143866906.5190165,4824926774.898559,-19.265557202224393,58.21874210069225,845.5300485323967,481.1266245736314,19.265557202224393,-481.1266245736314,0.0
mode_stabilize,0.0,0.0,0.0,0.0,0.0,0.0,1143866968.187584,-4824927035.021536,19.265554599875315,-58.21876535640372,-845.5300011483289,-481.1266146024273,-19.265554599875315,481.1266146024273,0.0
clip__command_roll,0.0,0.0,0.0,0.0,0.0,0.0,3975545.79050015,-16769189.28346692,-0.011165557378607121,-0.08387417592391203,-0.2048398241449012,-1.0774121494666158,0.011165557378607121,1.0774121494666158,0.0
sq__command_roll,0.0,0.0,0.0,0.0,0.0,0.0,1122814.1915557492,-4736125.327371806,-0.006922444894456634,0.06923651078312726,-0.17801851551924586,0.55532686326546,0.006922444894456634,-0.55532686326546,0.0
clip__command_pitch,0.0,0.0,0.0,0.0,0.0,0.0,-2009441.1191674923,8475993.025897153,0.0026797127742150184,0.012965712689942704,0.14134758486042884,0.5399065488860852,-0.0026797127742150184,-0.5399065488860852,0.0
sq__command_pitch,0.0,0.0,0.0,0.0,0.0,0.0,2520923.828209757,-10633470.436795078,0.02094363734967021,0.21482972927001215,-0.2900896991258027,-1.856781089700637,-0.02094363734967021,1.856781089700637,0.0
clip__command_yaw,0.0,0.0,0.0,0.0,0.0,0.0,9799719.877495863,-41336049.10651815,-0.01630689284495931,-0.26022953671415466,-0.8490690982729004,-2.854394403215021,0.01630689284495931,2.854394403215021,0.0
sq__command_yaw,0.0,0.0,0.0,0.0,0.0,0.0,9987512.318539413,-42128173.5945458,0.1374085832923827,-0.9709227841097345,-0.6279132890428586,-0.19988948759835745,-0.1374085832923827,0.19988948759835745,0.0
clip__command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,1143866966.3347397,-4824927027.206015,19.265554654226403,-58.218765998988275,-845.5300029289872,-481.1266139302648,-19.265554654226403,481.1266139302648,0.0
sq__command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,-1079977.4203635594,4555436.567976544,0.01864862103311958,0.16533069823393762,-0.16550014655549222,-0.3455290793966433,-0.01864862103311958,0.3455290793966433,0.0
sq__roll,0.0,0.0,0.0,0.0,0.0,0.0,12105790220.7303,-51063240836.699844,204.90567207083905,-617.715642161474,-8977.576225539602,-5097.340476753605,-204.90567207083905,5097.340476753605,0.0
sq__pitch,0.0,0.0,0.0,0.0,0.0,0.0,408530556.63564813,-1723216484.5823574,0.619728263145249,-11.943187073429844,-64.45372091259688,-122.28131609368758,-0.619728263145249,122.28131609368758,0.0
