received_time_ns,base_mode,custom_mode,system_status
1775929909958671795,209,20,3
1775929910998383365,209,20,4
1775929911988811854,209,20,4
1775929912984128404,209,20,4
1775929913991742512,209,20,4
1775929914987042554,209,20,4
1775929915984321131,209,20,4
1775929916994018608,209,20,4
1775929917987312412,209,20,4
1775929921011933499,209,20,4
1775929921013544901,209,9,4
1775929921031633191,209,9,4
1775929921052193734,209,9,4
