received_time_ns,base_mode,custom_mode,system_status
1775928543950363119,209,0,3
1775928544944697119,209,0,3
1775928545940911160,209,0,3
1775928546935563930,209,0,3
1775928547928344783,209,0,3
1775928548920078655,209,0,3
1775928549933926813,209,0,3
1775928550931723805,209,0,3
1775928551928742672,209,0,3
1775928554921493578,81,0,3
1775928554921585319,81,9,3
1775928554942923186,81,9,3
1775928554963761514,81,9,3
