sample_id,run_id,backend,mode,scenario,config_profile,research_tier,research_acceptance,seed,timestamp,logical_step,command_roll,command_pitch,command_yaw,command_throttle,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,altitude,vertical_speed,heading,integrator_roll,integrator_pitch,integrator_yaw,control_output_roll,control_output_pitch,control_output_yaw,torque_achieved,thrust_achieved,saturation_ratio,tracking_error_roll,tracking_error_pitch,tracking_error_yaw,tracking_error_rate_roll,tracking_error_rate_pitch,tracking_error_rate_yaw,run_status,runtime_failsafe,quality_alignment_attitude_ns,quality_alignment_rates_ns,quality_alignment_position_ns,quality_alignment_attitude_setpoint_ns,quality_alignment_rates_setpoint_ns,quality_alignment_integrator_ns,quality_alignment_allocator_ns,quality_alignment_actuator_ns,quality_alignment_status_ns,quality_missing_attitude,quality_missing_rates,quality_missing_local_position,quality_missing_attitude_setpoint,quality_missing_rates_setpoint,quality_missing_integrator,quality_missing_allocator,quality_missing_actuator,quality_missing_status,quality_alignment_failed,actuator_1,actuator_2,actuator_3,actuator_4,param_ARMING_CHECK,backend_ardupilot,mode_stabilize,scenario_nominal,config_profile_ardupilot_real_stabilize_nominal,tracking_error_magnitude,control_effort_magnitude,quality_future_horizon_available,quality_delta_state_available,baseline_state_roll,future_state_roll,delta_state_roll,baseline_state_pitch,future_state_pitch,delta_state_pitch,baseline_state_yaw,future_state_yaw,delta_state_yaw,baseline_state_roll_rate,future_state_roll_rate,delta_state_roll_rate,baseline_state_pitch_rate,future_state_pitch_rate,delta_state_pitch_rate,baseline_state_yaw_rate,future_state_yaw_rate,delta_state_yaw_rate,baseline_state_position_x,future_state_position_x,delta_state_position_x,baseline_state_position_y,future_state_position_y,delta_state_position_y,baseline_state_position_z,future_state_position_z,delta_state_position_z,baseline_state_velocity_x,future_state_velocity_x,delta_state_velocity_x,baseline_state_velocity_y,future_state_velocity_y,delta_state_velocity_y,baseline_state_velocity_z,future_state_velocity_z,delta_state_velocity_z,baseline_state_altitude,future_state_altitude,delta_state_altitude,baseline_state_vertical_speed,future_state_vertical_speed,delta_state_vertical_speed,baseline_state_heading,future_state_heading,delta_state_heading,quality_window_summary_available,window_mean_roll,window_peak_roll,window_rms_roll,window_mean_pitch,window_peak_pitch,window_rms_pitch,window_mean_yaw,window_peak_yaw,window_rms_yaw,window_mean_roll_rate,window_peak_roll_rate,window_rms_roll_rate,window_mean_pitch_rate,window_peak_pitch_rate,window_rms_pitch_rate,window_mean_yaw_rate,window_peak_yaw_rate,window_rms_yaw_rate,window_mean_altitude,window_peak_altitude,window_rms_altitude,window_mean_vertical_speed,window_peak_vertical_speed,window_rms_vertical_speed,quality_actuator_response_available,quality_tracking_error_available
20260409_122020_ardupilot_manual_broad_composite_r2:000040,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762431683128832,40,0.03716593500185943,0.02973274800148755,0.014866374000743775,0.651337973660067,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,210432.0,1.775762402506471e+18,314368.0,nan,nan,1.775762402506471e+18,1.775762402506471e+18,1.775762402506471e+18,104058624.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,-0.027,0.0,-0.0,-0.0,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.0,0.0,0.0,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000041,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762431736098816,41,0.04380057964355806,0.03504046371484645,0.017520231857423223,0.6515768208671681,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,279808.0,1.775762402559441e+18,439296.0,nan,nan,1.775762402559441e+18,1.775762402559441e+18,1.775762402559441e+18,157028608.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,-0.027,0.0,-0.0,-0.0,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.0,0.0,0.0,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000042,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762431789896192,42,0.051237263864865275,0.040989811091892224,0.020494905545946112,0.6518445414991352,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,279552.0,1.7757624026132383e+18,437248.0,nan,nan,1.7757624026132383e+18,1.7757624026132383e+18,1.7757624026132383e+18,210825984.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,-0.027,0.0,-0.0,-0.0,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.0,0.0,0.0,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000043,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762431843934208,43,0.05872863804062185,0.046982910432497485,0.023491455216248742,0.6521142309694624,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,250624.0,1.7757624026672763e+18,390144.0,nan,nan,1.7757624026672763e+18,1.7757624026672763e+18,1.7757624026672763e+18,264864000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,-0.027,0.0,-0.0,-0.0,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.0,0.0,0.0,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000044,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762431897578752,44,0.06549976021444812,0.052399808171558496,0.026199904085779248,0.6523579913677201,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,246272.0,1.7757624027209208e+18,386560.0,nan,nan,1.7757624027209208e+18,1.7757624027209208e+18,1.7757624027209208e+18,318508544.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,-0.027,0.0,-0.0,-0.0,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.0,0.0,0.0,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000045,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762431951424000,45,0.07096546714011323,0.05677237371209059,0.028386186856045294,0.6525547568170441,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,288256.0,1.775762402774766e+18,445184.0,nan,nan,1.775762402774766e+18,1.775762402774766e+18,1.775762402774766e+18,372353792.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,-0.027,0.0,-0.0,-0.0,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.0,0.0,0.0,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000046,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762432005222656,46,0.07453233748948283,0.05962586999158627,0.029812934995793135,0.6526831641496214,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,266240.0,1.7757624028285647e+18,421376.0,nan,nan,1.7757624028285647e+18,1.7757624028285647e+18,1.7757624028285647e+18,426152448.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,-0.027,0.0,-0.0,-0.0,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.0,0.0,0.0,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000047,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762432059027200,47,0.07574011495864551,0.06059209196691641,0.030296045983458204,0.6527266441385112,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,264704.0,1.7757624028823693e+18,419328.0,nan,nan,1.7757624028823693e+18,1.7757624028823693e+18,1.7757624028823693e+18,479956992.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,-0.027,0.0,-0.0,-0.0,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.0,0.0,0.0,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000048,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762432112792576,48,0.07427335163479332,0.059418681307834655,0.029709340653917327,0.6526738406588526,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,268544.0,1.7757624029361347e+18,422400.0,nan,nan,1.7757624029361347e+18,1.7757624029361347e+18,1.7757624029361347e+18,467703808.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027,-0.027,0.0,-0.0,-0.0,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.0,0.0,0.0,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000049,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762432166619392,49,0.06997274521995137,0.055978196175961094,0.027989098087980547,0.6525190188279183,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,275200.0,1.7757624029899615e+18,444160.0,nan,nan,1.7757624029899615e+18,1.7757624029899615e+18,1.7757624029899615e+18,413876992.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.027,-0.027,0.0,-0.0,0.01,0.01,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.005,0.01,0.007071067811865475,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000050,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762432256247296,50,0.05666490759638123,0.045331926077104984,0.022665963038552492,0.6520399366734697,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,0.0,-0.027,-0.0,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,279552.0,1.7757624030795894e+18,440320.0,nan,nan,1.7757624030795894e+18,1.7757624030795894e+18,1.7757624030795894e+18,324249088.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.027,-0.027,0.0,-0.0,0.01,0.01,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.01,0.01,0.01,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000051,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762432310000128,51,0.045408790620136544,0.03632703249610924,0.01816351624805462,0.651634716462325,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01,-0.027,0.01,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,254464.0,1.7757624031333422e+18,393216.0,nan,nan,1.7757624031333422e+18,1.7757624031333422e+18,1.7757624031333422e+18,270496256.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.027,-0.027,0.0,0.01,0.01,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.01,0.01,0.01,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000052,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762432363741952,52,0.032250868862518,0.025800695090014404,0.012900347545007202,0.6511610312790507,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01,-0.027,0.01,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,252416.0,1.775762403187084e+18,390400.0,nan,nan,1.775762403187084e+18,1.775762403187084e+18,1.775762403187084e+18,216754432.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.027,-0.027,0.0,0.01,0.01,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.01,0.01,0.01,1.0,1.0
20260409_122020_ardupilot_manual_broad_composite_r2:000053,20260409_122020_ardupilot_manual_broad_composite_r2,ardupilot,STABILIZE,nominal,ardupilot_real_stabilize_nominal,authoritative_research,accepted,201,1775762432420274432,53,0.01698703037798845,0.01358962430239076,0.00679481215119538,0.6506115330936076,0.04,0.03,355.57,0.011828341521322727,0.004596205428242683,0.3629993498325348,-3936620.3297610707,16604998.271425765,0.027,0.0,0.0,-0.01,-0.027,0.01,355.57,0.0,0.0,0.01,-0.000511637597810477,-0.0003082020557485521,-0.0005750711425207555,nan,nan,1.0,-0.04,-0.03,-0.009999999999990905,-0.22236134950071573,-0.14269152469933033,-0.36293275596835883,completed,0,256256.0,1.7757624032436165e+18,403200.0,nan,nan,1.7757624032436165e+18,1.7757624032436165e+18,1.7757624032436165e+18,160221952.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.4518026409037326,0.0,1.0,1.0,0.04,0.04,0.0,0.03,0.03,0.0,355.57,355.57,0.0,0.011828341521322727,0.011828341521322727,0.0,0.004596205428242683,0.004596205428242683,0.0,0.3629993498325348,0.3629993498325348,0.0,-3936620.3297610707,-3936620.3297610707,0.0,16604998.271425765,16604998.271425765,0.0,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.01,0.0,-0.027,-0.027,0.0,0.01,0.01,0.0,355.57,355.57,0.0,1.0,0.04,0.04,0.04,0.03,0.03,0.03,355.57,355.57,355.57,0.011828341521322727,0.011828341521322727,0.011828341521322727,0.004596205428242683,0.004596205428242683,0.004596205428242683,0.3629993498325348,0.3629993498325348,0.3629993498325348,-0.027,0.027,0.027,0.01,0.01,0.01,1.0,1.0
