received_time_ns,event_type,field_name,previous_value,current_value
1775896361120929449,vehicle_status_events,nav_state,4,2
1775896361120929449,vehicle_status_events,pre_flight_checks_pass,True,False
1775896361225735095,vehicle_status_events,pre_flight_checks_pass,False,True
1775896362405838585,vehicle_status_events,arming_state,1,2
1775896362405838585,vehicle_status_events,nav_state,2,14
1775896373594343241,vehicle_status_events,nav_state,14,2
1775896381693598209,vehicle_status_events,nav_state,2,18
1775896387822505942,vehicle_status_events,arming_state,2,1
1775896387822505942,vehicle_status_events,nav_state,18,2
1775896388543987225,vehicle_status_events,pre_flight_checks_pass,True,False
