future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate,future_state_position_x,future_state_position_y,future_state_position_z,future_state_velocity_x,future_state_velocity_y,future_state_velocity_z,future_state_altitude,future_state_vertical_speed,future_state_heading
0.08097189819679199,0.02053977108145085,357.71484632592023,-0.3093203489328415,-0.15493390961158898,0.9517216996159289,-6187265.769364503,26098409.492395535,-1.2782701561737062,0.014885088604705485,-0.07936180562711875,-0.22980556662482157,1.2782701561737062,0.22980556662482157,357.71484632592023
