feature,window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
command_roll,0.08116565838062992,-0.013873471408366221,-0.02017859727441379,0.0007569050470061294,0.00582485219745453,-0.04571355793662417,0.00036810213463220174,0.014086618773999226,-0.07590104439158452,0.04485720187473073,0.03745359170911934,0.03540611111472597
command_pitch,-0.013527612008650838,0.07301239711327498,0.012412151592662535,0.004082760126473425,-0.009653094397881704,-0.009693204123002671,-0.02698045298672932,-0.011848485068152096,-0.06097687387934975,0.020229908356138977,0.015235942927397269,0.04136389514057778
command_yaw,-0.07649157256234046,0.015769292042535764,-0.12211473203809903,-0.029515872058023182,-0.014818677566099742,0.2604967612884787,0.1249560513448853,-0.00661487122537451,-0.1399976460127263,0.09008069330087445,0.05386777698700563,-0.1525235463941367
command_throttle,-0.0005133428003933404,0.00047968010634193993,0.009568863159150679,-0.00022748828933629229,-0.00011872566740655335,-0.0005726660536577062,-0.00027280399553107496,0.0017205517485229214,0.014331151353783957,0.006166363467095912,0.005769416918723433,0.0025752876745208757
roll,0.9050686771577329,-0.019119582415902753,0.037448295568285245,-0.03164624656743245,-0.0031760931634230477,-0.12510408745713059,0.09957734638917301,-0.05161129578906041,0.2854124939404609,-0.015802623142865138,-0.03668107623230417,0.1703720866255558
pitch,0.059589539882960785,0.9141329775734717,0.1742152644270951,0.060166851052734956,0.004052922364077515,0.13817032499863988,0.06844219025761356,-0.03988791881260064,0.4240268271197266,-0.11658394774374861,0.007830248740878542,-0.19428445000818304
yaw,-0.00015955000767711253,-0.00014083946795540736,1.007200469828287,-0.0006751294750428179,-9.310104173920227e-05,0.14344983731525685,-0.019794132134695743,-0.01363135994837158,0.9705551650615143,-0.024778988131157306,-0.012346828533102651,-0.15693560130060724
roll_rate,0.001817190259198053,-0.003371005007264792,-0.015103442102177275,0.6624883037597463,-0.1354706104898462,0.5744174453122493,0.017647132219717948,0.011083708485872255,-0.03262526934311421,0.14231921683615115,-0.059810578307180465,-0.7418910345459627
pitch_rate,-0.0020166862373708766,0.005850197410835206,0.042493162930893384,0.2624869140193925,0.815500646852725,-0.6182193998371586,0.017219415348807693,0.013362414664934241,0.0607625626215976,-0.11874626354110503,-0.03952015520018418,0.728302841589282
yaw_rate,0.0016689840161562138,-0.00042066655094124324,-0.0039675092594509635,-0.03358891931777145,-0.009281558554465321,1.026056596881175,0.019298680203122143,0.010203366005127713,-0.01233675708947788,-0.09743802349918745,-0.034009151501065885,-1.0507482370425087
position_x,-0.0008708010301859484,-0.0008835511230024158,0.0053169338868743355,0.002233852370037179,0.0007025542056631822,0.007336502603751246,-0.0038080089598642166,0.0020990735749499964,0.016075702098421192,-0.00442281705042226,0.00022481036667975577,-0.007637759890663947
position_y,0.0002934983344725369,-0.0012369813168006754,0.012656644251190632,-0.0070522934707234666,-0.0006969832423235852,0.00031874714237380055,0.0007552300307741796,-0.0021649311723965147,-0.03557723005280672,0.008980506489905785,0.002976586810913196,0.016662670445341126
position_z,9.311458251713349e-05,0.0,0.0003073984133760669,1.1701129952068324e-06,5.56665699251483e-06,-0.0005946331954072918,-0.0002416718045971756,-0.00016243207260974076,0.0035700466253256067,-0.002229961739695991,-0.002831601146421824,-6.104069438741411e-06
velocity_x,-0.0009586137080032259,0.013693098556478071,-0.056892307264833096,-0.0027128889916539782,-0.0034296505569337164,0.012839700303643845,-0.008597386421765316,-0.02083465979161411,0.06330311838503436,0.02420463905297563,0.012577456872727096,-0.0039971297869750184
velocity_y,-0.014379066553352159,0.0025161177229333885,0.04929864024227405,0.01702055715922878,0.0006303528079132403,0.01043462940165599,-0.017324027597669746,0.0017176989920369909,0.004916695034570786,-0.03305613985281537,-0.016641152042374742,-0.04076490618454964
velocity_z,0.0009728606306217958,-0.00026669491960170234,-0.018994600647554788,-0.0014046944640600195,0.00017289821703657344,0.0012604884249598697,-0.003336268106688245,-0.009155120764212064,-0.041118094084857434,0.01810206627401511,0.011675051155947334,0.0012763695420138122
altitude,-1.2199437095522608e-06,6.72106800567606e-06,-0.0012170874780294846,-6.832870069177016e-05,-5.7012657042287794e-05,4.286180989631408e-05,0.00022586901087411494,9.335044543602898e-05,-1.307192465381318e-06,0.0007265289095354745,0.0003240301532538244,0.00036778588568119654
vertical_speed,-0.00017281836226904114,3.7556025309828876e-05,0.0001268782301920928,0.00019761988179710217,-2.4324905013942266e-05,-1.287064582809309e-07,0.00013341841422542106,8.932509627323235e-05,9.36189654698354e-08,-0.0001362879720088167,-4.7810690634951326e-05,-0.00015563252024499634
heading,-0.003163412505617987,-0.0007992540651018385,0.015491885737156184,0.002235677448769288,7.811588136851401e-05,-0.13967848580864256,-0.004741013639934261,-0.0029576312510820784,-0.04046558560001594,0.012784251408089836,0.0022144220045354824,0.14900072210833154
