received_time_ns,base_mode,custom_mode,system_status
1775929226299448666,209,20,3
1775929227300739046,209,20,4
1775929228344336266,209,20,4
1775929229338550174,209,20,4
1775929230330967961,209,20,4
1775929231325845041,209,20,4
1775929232318206748,209,20,4
1775929233312146483,209,20,4
1775929234308327981,209,20,4
1775929235304832841,209,20,4
1775929237359360005,209,9,4
1775929237385981794,209,9,4
1775929237403748821,209,9,4
