received_time_ns,voltage_battery,current_battery,battery_remaining,drop_rate_comm
1775929225354351225,12587,0,100,0
1775929225406726621,12587,0,100,0
1775929225458900900,12587,0,100,0
1775929225511337767,12587,0,100,0
1775929225563337106,12587,0,100,0
1775929225616289772,12587,0,100,0
1775929225668608273,12587,0,100,0
1775929225720406718,12587,0,100,0
1775929225772184172,12587,0,100,0
1775929225773401720,12587,0,100,0
1775929225875809639,12587,0,100,0
1775929225927823793,12587,0,100,0
1775929225929357559,12587,0,100,0
1775929225982120405,12587,0,100,0
1775929226034256157,12587,0,100,0
1775929226086726368,12587,0,100,0
1775929226139030245,12587,0,100,0
1775929226191195085,12587,0,100,0
1775929226243662128,12587,0,100,0
1775929226296127283,12587,0,100,0
1775929226350327928,12587,0,100,0
1775929226402728348,12587,0,100,0
1775929226454619208,12587,0,100,0
1775929226506492949,12587,0,100,0
1775929226558465728,12587,0,100,0
1775929226610394348,12587,0,100,0
1775929226662520693,12587,0,100,0
1775929226716090597,12587,0,100,0
1775929226768337195,12587,0,100,0
1775929226820638097,12587,0,100,0
1775929226873111380,12587,0,100,0
1775929226925264636,12587,0,100,0
1775929226927391256,12587,0,100,0
1775929226980010360,12587,0,100,0
1775929227032609721,12587,0,100,0
1775929227091046102,12587,0,100,0
1775929227143061537,12587,0,100,0
1775929227195464101,12587,0,100,0
1775929227247477392,12587,0,100,0
1775929227299542810,12587,348,99,0
1775929227351521126,12587,348,99,0
1775929227403713422,12587,523,99,0
1775929227455879318,12587,523,99,0
1775929227507778051,12587,432,99,0
1775929227559650832,12587,432,99,0
1775929227611697018,12587,772,99,0
1775929227664039360,12587,772,99,0
1775929227716146505,12587,1163,99,0
1775929227768105077,12587,1163,99,0
1775929227820716949,12587,1611,99,0
1775929227873136025,12587,1611,99,0
1775929227875142199,12587,2135,99,0
1775929227927284224,12587,2135,99,0
1775929227979144430,12587,2741,99,0
1775929228030961532,12587,2741,99,0
1775929228082861513,12587,3223,99,0
1775929228135048626,12587,3223,99,0
1775929228187400599,12587,3473,99,0
1775929228239693214,12587,3473,99,0
1775929228292017604,12587,3739,99,0
1775929228344679044,12587,3739,99,0
1775929228398118199,12587,4021,99,0
1775929228450674809,12587,4021,99,0
1775929228502640229,12587,4295,99,0
1775929228554979915,12587,4295,99,0
1775929228606888184,12587,3115,99,0
1775929228659051617,12587,3115,99,0
1775929228710970414,12587,2351,99,0
1775929228763292212,12587,2351,99,0
1775929228815678585,12587,2417,99,0
1775929228868697331,12587,2417,99,0
1775929228921018201,12587,2725,99,0
1775929228972866311,12587,2725,99,0
1775929229024695030,12587,2916,99,0
1775929229025921569,12587,2916,99,0
1775929229077654290,12587,2941,99,0
