feature,delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
command_roll,193.45050820312096,-199.43120399445675,657.9117017535309,1060.3700615577052,5.892564484601934,1879.362047300674,218.01254325782625,6.245041864827343,-557.5272332073204,361.5892181712494,-278.70244040387945,36.02963445110318,557.5272332073204,-36.02963445110318,811.9504217635656
command_pitch,-132.91374720031942,292.06778260637225,-361.273264491948,-1429.912894881375,-854.0935373610414,-2108.5373715975297,-283.5110427550465,412.43435884275834,589.1616120796056,-373.05885394911047,539.2011794927723,12.079827493892196,-589.1616120796056,-12.079827493892196,-482.487389928525
command_yaw,-217.48671598583593,-85.24884165196518,-922.1214202877388,208.97965597867545,1693.4223367205423,-481.6470754824584,21.97476867232116,-840.4399815402014,215.51101120741046,-157.77800905552624,-381.63542133838985,-114.82597626155918,-215.51101120741046,114.82597626155918,-1064.7308848029147
command_throttle,-0.2982556898608073,-0.30702583467851685,-0.06638100417095366,-0.05986032342595819,0.052838983840227935,0.3126490438288919,0.06673053560969988,-0.06340603796583254,-0.05033571882990018,-0.05573050339501169,-0.009626849011643769,0.5889555221655625,0.05033571882990018,-0.5889555221655625,-0.13283274420468177
roll,2.1336778459189745,-0.29383069527464684,1.5136412107859452,0.7118878134059576,1.255568260564008,0.22189115715313304,0.016331380984655232,-0.03949869015624667,0.05029150197885743,-1.6043458900639411,1.142380981265076,-0.2952963878014373,-0.05029150197885743,0.2952963878014373,1.5003453692849977
pitch,-0.08832930239153178,2.205053792570565,-0.5925506621727283,0.06537141559947021,-0.35624281341150216,-0.15835662423050678,-0.0047267445554909915,-0.098469235677548,0.0482771168970883,0.0898141430044476,-0.6605641066866607,0.18155563356678647,-0.0482771168970883,-0.18155563356678647,-0.5217330186316655
yaw,0.18977246528096292,0.053928384418169564,0.4957153573505758,-0.019196515549047253,0.002400062794584129,-0.08280645986560987,-0.10686150648466633,0.040701768974008595,-0.10771329423059887,-0.1946486529255131,0.14186968610515466,0.6759150026757713,0.10771329423059887,-0.6759150026757713,1.5223114673440064
roll_rate,0.009635298684814024,0.009161871667449396,0.005196411416917139,0.6931345065729025,0.0007701753127110772,0.22967053933297055,-0.01345058454695288,0.014570431418945656,-0.0038264873101744677,-0.013320330012867561,0.008024344183773707,0.08783559048594913,0.0038264873101744677,-0.08783559048594913,0.011259610478978919
pitch_rate,0.0024711034052501855,-0.0029831682573379223,-0.006797849923327843,0.24684700873382848,0.5766494383691181,-0.10890896842410377,0.02695834415182312,-0.002289710667897751,0.00201692508998645,0.016032070208539497,0.0067684858027141515,-0.025131277482341386,-0.00201692508998645,0.025131277482341386,-0.012850877638806593
yaw_rate,-0.006083922398286908,-0.004950601439776668,0.018379158274409977,0.14127899285019863,-0.3198292409326197,2.344383232789938,0.00685433694950041,-0.006879345716614202,0.0005718364083318441,0.006368761505551946,-0.018471252022480185,-0.05737768707784423,-0.0005718364083318441,0.05737768707784423,0.01716249792155103
position_x,0.0831655096991898,0.03510160624303621,-0.029223767306109497,0.18431211719731666,0.1556976443165938,0.15280335933704559,1.356021928421836,0.3402780810793489,-0.04512295104585386,0.30439873514505944,-0.5522411443093803,-0.016363968972231788,0.04512295104585386,0.016363968972231788,-0.013674954942615811
position_y,0.09079089779098327,0.11079452651109781,0.15535752918669354,0.09543705941041108,0.1869112097624474,0.047696050796516926,0.564651247423521,0.891998856135189,-0.05456961904445755,0.038214224032874035,-0.12004379093204381,-0.21056132039539452,0.05456961904445755,0.21056132039539452,0.14124915806128355
