received_time_ns,event_type,field_name,previous_value,current_value
1775885153719237984,vehicle_status_events,nav_state,4,2
1775885153719237984,vehicle_status_events,pre_flight_checks_pass,True,False
1775885153831270624,vehicle_status_events,pre_flight_checks_pass,False,True
1775885154957295685,vehicle_status_events,arming_state,1,2
1775885154957295685,vehicle_status_events,nav_state,2,14
1775885164724166854,vehicle_status_events,nav_state,14,2
1775885172829483108,vehicle_status_events,nav_state,2,18
1775885181527634133,vehicle_status_events,arming_state,2,1
1775885181527634133,vehicle_status_events,nav_state,18,2
1775885182257740441,vehicle_status_events,pre_flight_checks_pass,True,False
