feature,delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
command_roll,0.048964894844300354,0.043888600876079285,-0.10787224351242367,0.011004844257161325,-0.003044204269384206,-0.12520103232630955,-0.001315233637334907,0.02266127659410328,-0.017181770593528597,-0.3491333842394761,0.4513385600869624,-0.05553068861037394,0.017181770593528597,0.05553068861037394,-0.10810304052869044
command_pitch,-4.568195270308156e-07,0.0,0.0,1.6994802926831203e-06,-1.218441134490387e-05,3.25293474421182e-08,0.0,0.00015432727182480748,-1.9603395452456627e-06,-1.2275470764700673e-05,1.243083378294771e-05,0.0,1.9603395452456627e-06,0.0,0.0
command_yaw,-7.547651154298044e-07,0.0,0.0,5.2745823796485696e-05,0.0,-0.0006680936795211891,4.437708561214029e-06,2.6992169619076872e-06,-4.8081632815462415e-05,-8.093083779487563e-05,0.0001304336938880054,7.287419057887625e-06,4.8081632815462415e-05,-7.287419057887625e-06,0.0
command_throttle,-0.027685149894891903,-0.015409868828617213,0.18202393924107493,0.005229510881831783,0.0039362351664976505,0.23400717801772802,0.19272649678514783,-0.3534217011713371,-0.19465974769871358,-0.049501390747676934,0.09937459793533197,0.05466688751354967,0.19465974769871358,-0.05466688751354967,0.18306379795759864
