received_time_ns,event_type,field_name,previous_value,current_value
1775898482575721558,vehicle_status_events,nav_state,4,2
1775898482575721558,vehicle_status_events,pre_flight_checks_pass,True,False
1775898482696381668,vehicle_status_events,pre_flight_checks_pass,False,True
1775898483994166910,vehicle_status_events,arming_state,1,2
1775898483994166910,vehicle_status_events,nav_state,2,14
1775898494801416353,vehicle_status_events,nav_state,14,2
1775898502850633537,vehicle_status_events,nav_state,2,18
1775898508524065644,vehicle_status_events,arming_state,2,1
1775898508524065644,vehicle_status_events,nav_state,18,2
1775898509391788120,vehicle_status_events,pre_flight_checks_pass,True,False
