roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
0.027874260000806277,0.06799004594807607,0.19516734257196333,-1.086296017089559,1.7055735762526676,-0.168210521288215,0.027874260000806277,0.06799004594807607,0.19516734257196333,-1.086296017089559,1.7055735762526676,-0.168210521288215
