received_time_ns,event_type,field_name,previous_value,current_value
1775555966163648636,vehicle_status_events,nav_state,4,2
1775555966163648636,vehicle_status_events,pre_flight_checks_pass,True,False
1775555966273334731,vehicle_status_events,pre_flight_checks_pass,False,True
1775555966516874336,vehicle_status_events,arming_state,1,2
1775555966516874336,vehicle_status_events,nav_state,2,14
1775555975573891142,vehicle_status_events,nav_state,14,2
1775555983679624491,vehicle_status_events,nav_state,2,18
1775555989887121706,vehicle_status_events,arming_state,2,1
1775555989887121706,vehicle_status_events,nav_state,18,2
1775555990542960146,vehicle_status_events,pre_flight_checks_pass,True,False
