received_time_ns,timestamp,arming_state,nav_state,nav_state_user_intention,failsafe,failsafe_defer_state,failure_detector_status,pre_flight_checks_pass,gcs_connection_lost,latest_arming_reason,latest_disarming_reason,vehicle_type
1775886054497975565,1775886053306616,1,4,4,False,0,0,True,True,0,0,1
1775886054579445115,1775886053382616,1,4,4,False,0,0,True,True,0,0,1
1775886055022941104,1775886053794616,2,14,14,False,0,0,True,True,4,0,1
1775886055570213970,1775886054294616,2,14,14,False,0,0,True,True,4,0,1
1775886056123922363,1775886054794616,2,14,14,False,0,0,True,True,4,0,1
1775886056682599949,1775886056676337,2,14,14,False,0,0,True,True,4,0,1
1775886057244111789,1775886057240050,2,14,14,False,0,0,True,True,4,0,1
1775886057807252115,1775886057806433,2,14,14,False,0,0,True,True,4,0,1
1775886058389163770,1775886058331413,2,14,14,False,0,0,True,True,4,0,1
1775886058929057060,1775886058835413,2,14,14,False,0,0,True,True,4,0,1
1775886059483297637,1775886059343413,2,14,14,False,0,0,True,True,4,0,1
1775886060079192529,1775886059851413,2,14,14,False,0,0,True,True,4,0,1
1775886060631325764,1775886060351413,2,14,14,False,0,0,True,True,4,0,1
1775886061187595532,1775886060859413,2,14,14,False,0,0,True,True,4,0,1
1775886061729575816,1775886061363413,2,14,14,False,0,0,True,True,4,0,1
1775886062278126541,1775886061863413,2,14,14,False,0,0,True,True,4,0,1
1775886062867296629,1775886062371413,2,14,14,False,0,0,True,True,4,0,1
1775886063411036992,1775886062879413,2,14,14,False,0,0,True,True,4,0,1
1775886063967777495,1775886063383413,2,14,14,False,0,0,True,True,4,0,1
1775886064543271092,1775886063891413,2,14,14,False,0,0,True,True,4,0,1
1775886065147072445,1775886064395413,2,14,14,False,0,0,True,True,4,0,1
1775886065716131869,1775886064899413,2,14,14,False,0,0,True,True,4,0,1
1775886066251201860,1775886065407413,2,14,14,False,0,0,True,True,4,0,1
1775886066849182572,1775886065911413,2,14,14,False,0,0,True,True,4,0,1
1775886067418976783,1775886066419413,2,14,14,False,0,0,True,True,4,0,1
1775886067979206569,1775886066919413,2,14,14,False,0,0,True,True,4,0,1
1775886068563268682,1775886067423413,2,14,14,False,0,0,True,True,4,0,1
1775886069116181753,1775886067927413,2,14,14,False,0,0,True,True,4,0,1
1775886069670382647,1775886068431413,2,14,14,False,0,0,True,True,4,0,1
1775886070249761534,1775886068939413,2,14,14,False,0,0,True,True,4,0,1
1775886070823101884,1775886070822406,2,14,14,False,0,0,True,True,4,0,1
1775886071379208133,1775886071376893,2,14,14,False,0,0,True,True,4,0,1
1775886071924202338,1775886071932276,2,14,14,False,0,0,True,True,4,0,1
1775886072513328361,1775886072486095,2,14,14,False,0,0,True,True,4,0,1
1775886073073475859,1775886073000465,2,14,14,False,0,0,True,True,4,0,1
1775886073646426132,1775886073512465,2,14,14,False,0,0,True,True,4,0,1
1775886073652868667,1775886073524465,2,18,18,False,0,0,True,True,4,0,1
1775886073666852373,1775886073536465,2,18,18,False,0,0,True,True,4,0,1
1775886074286802601,1775886074044465,2,18,18,False,0,0,True,True,4,0,1
1775886074849314456,1775886074552465,2,18,18,False,0,0,True,True,4,0,1
1775886075414023331,1775886075068465,2,18,18,False,0,0,True,True,4,0,1
1775886075975340657,1775886075576465,2,18,18,False,0,0,True,True,4,0,1
1775886076559795447,1775886076080465,2,18,18,False,0,0,True,True,4,0,1
1775886077144650967,1775886076588465,2,18,18,False,0,0,True,True,4,0,1
1775886077722419971,1775886077088465,2,18,18,False,0,0,True,True,4,0,1
1775886078287855707,1775886077592465,2,18,18,False,0,0,True,True,4,0,1
1775886078880327837,1775886078104465,2,18,18,False,0,0,True,True,4,0,1
1775886079416757182,1775886078604465,2,18,18,False,0,0,True,True,4,0,1
1775886079981319603,1775886079112465,2,18,18,False,0,0,True,True,4,0,1
1775886080525018646,1775886079584465,1,14,14,False,0,0,False,True,4,6,1
1775886081087433725,1775886080092465,1,14,14,False,0,0,False,True,4,6,1
