feature,future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
command_roll,2.0419350366754193e-17,-1.1066290359561928e-16,-3.241119184155156e-17,-9.171306046950136e-16,-4.358361164377271e-16,7.796914726761566e-16
command_pitch,-9.863829358425438e-17,1.0406457305575987e-16,8.479077280292492e-17,7.753787296601842e-16,1.0723723456732844e-15,-1.1470946059900952e-15
command_yaw,1.5665881950719352e-16,-1.1830656412815677e-16,-2.8017225630832084e-16,-3.2628139876234596e-16,-1.0421106294562512e-15,1.323397663741125e-15
command_throttle,9.586756531356783e-16,1.6209226078382985e-16,-4.2976695025882343e-16,-2.3433007591815445e-15,-4.941807757651306e-15,5.840680448567277e-15
roll,0.17428098027759403,0.007018038962325954,-0.025706248305052814,0.11391675139256356,-0.08177397864078086,-0.035929116504499765
pitch,0.005128379108151946,0.13021481975586968,-25.733587877376205,0.016085967910752036,0.04602029880739705,0.051579883661833394
yaw,-0.0029328166657573737,0.0015294101069568372,0.07542326030467299,0.006968010980773924,0.024255444234033058,-0.004498286720516402
roll_rate,0.8321448259770754,0.00010135511286291996,0.0002745350831100615,0.14182547805121865,0.026659187909689748,-0.008685491089465095
pitch_rate,-0.07108264636992762,0.00041242521231308417,0.0013755179458595156,0.05434680506580904,0.15490442475831362,-0.013332074575388606
yaw_rate,-3.5500097995453928,0.001306728592893607,-0.000584319245697483,-0.10426876643787736,-0.06972192617227062,0.149124498463132
position_x,7.161434017340361e-19,7.194329529936001e-18,8.164275770742657e-18,1.1436159350100324e-16,-1.0626240353134077e-16,-3.903395613345234e-17
position_y,1.6977929968026545e-19,1.7055913906332034e-18,1.9355404474703783e-18,2.711220974731457e-17,-2.5192098679911635e-17,-9.253951438160537e-18
position_z,-0.0014368531050955417,0.029875644525326085,-32.3008795875038,0.0008680987509952267,0.0003429218462318355,0.0003162554115246832
