received_time_ns,event_type,field_name,previous_value,current_value
1775658611556846995,vehicle_status_events,nav_state,4,2
1775658611556846995,vehicle_status_events,pre_flight_checks_pass,True,False
1775658611667713213,vehicle_status_events,pre_flight_checks_pass,False,True
1775658611913801448,vehicle_status_events,arming_state,1,2
1775658611913801448,vehicle_status_events,nav_state,2,14
1775658621872570244,vehicle_status_events,nav_state,14,2
1775658629968756852,vehicle_status_events,nav_state,2,18
1775658636297868270,vehicle_status_events,arming_state,2,1
1775658636297868270,vehicle_status_events,nav_state,18,2
1775658637062623497,vehicle_status_events,pre_flight_checks_pass,True,False
