received_time_ns,event_type,field_name,previous_value,current_value
1775658611557082035,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658611557082035,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775658611914045031,vehicle_control_mode_events,flag_armed,False,True
1775658611914045031,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775658611914045031,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775658621872822153,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658621872822153,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775658629968988991,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775658629968988991,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775658636298213025,vehicle_control_mode_events,flag_armed,True,False
1775658636298213025,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658636298213025,vehicle_control_mode_events,flag_control_auto_enabled,True,False
