received_time_ns,timestamp,arming_state,nav_state,nav_state_user_intention,failsafe,failsafe_defer_state,failure_detector_status,pre_flight_checks_pass,gcs_connection_lost,latest_arming_reason,latest_disarming_reason,vehicle_type
1775658611334178941,1775658611173528,1,4,4,False,0,0,True,True,0,0,1
1775658611459838209,1775658611293528,1,4,4,False,0,0,True,True,0,0,1
1775658611556846995,1775658611389528,1,2,2,False,0,0,False,True,0,0,1
1775658611667713213,1775658611497528,1,2,2,False,0,0,True,True,0,0,1
1775658611913801448,1775658611737528,2,14,14,False,0,0,True,True,4,0,1
1775658612430896286,1775658612241528,2,14,14,False,0,0,True,True,4,0,1
1775658612941796763,1775658612745528,2,14,14,False,0,0,True,True,4,0,1
1775658613462924067,1775658613249528,2,14,14,False,0,0,True,True,4,0,1
1775658613977822511,1775658613753528,2,14,14,False,0,0,True,True,4,0,1
1775658614492777260,1775658614257528,2,14,14,False,0,0,True,True,4,0,1
1775658615004395627,1775658614761528,2,14,14,False,0,0,True,True,4,0,1
1775658615520145754,1775658615265528,2,14,14,False,0,0,True,True,4,0,1
1775658616034438315,1775658615769528,2,14,14,False,0,0,True,True,4,0,1
1775658616552800362,1775658616273528,2,14,14,False,0,0,True,True,4,0,1
1775658617068634157,1775658616777528,2,14,14,False,0,0,True,True,4,0,1
1775658617583391615,1775658617281528,2,14,14,False,0,0,True,True,4,0,1
1775658618099243476,1775658617785528,2,14,14,False,0,0,True,True,4,0,1
1775658618613687543,1775658618289528,2,14,14,False,0,0,True,True,4,0,1
1775658619126985471,1775658619125630,2,14,14,False,0,0,True,True,4,0,1
1775658619643055347,1775658619637853,2,14,14,False,0,0,True,True,4,0,1
1775658620154876685,1775658620152662,2,14,14,False,0,0,True,True,4,0,1
1775658620669284928,1775658620661356,2,14,14,False,0,0,True,True,4,0,1
1775658621187600394,1775658621165356,2,14,14,False,0,0,True,True,4,0,1
1775658621703796749,1775658621669483,2,14,14,False,0,0,True,True,4,0,1
1775658621860382435,1775658621825483,2,14,14,False,0,0,True,True,4,0,1
1775658621872570244,1775658621837483,2,2,2,False,0,0,True,True,4,0,1
1775658622387522668,1775658622341483,2,2,2,False,0,0,True,True,4,0,1
1775658622898878567,1775658622845669,2,2,2,False,0,0,True,True,4,0,1
1775658623416458996,1775658623349669,2,2,2,False,0,0,True,True,4,0,1
1775658623933347671,1775658623853915,2,2,2,False,0,0,True,True,4,0,1
1775658624446882903,1775658624357915,2,2,2,False,0,0,True,True,4,0,1
1775658624963019256,1775658624862230,2,2,2,False,0,0,True,True,4,0,1
1775658625478752865,1775658625366230,2,2,2,False,0,0,True,True,4,0,1
1775658625994573622,1775658625870230,2,2,2,False,0,0,True,True,4,0,1
1775658626510934132,1775658626374230,2,2,2,False,0,0,True,True,4,0,1
1775658627025331886,1775658626878230,2,2,2,False,0,0,True,True,4,0,1
1775658627542747371,1775658627382230,2,2,2,False,0,0,True,True,4,0,1
1775658628056460831,1775658627886230,2,2,2,False,0,0,True,True,4,0,1
1775658628568249606,1775658628390230,2,2,2,False,0,0,True,True,4,0,1
1775658629086307003,1775658628894230,2,2,2,False,0,0,True,True,4,0,1
1775658629602161642,1775658629398230,2,2,2,False,0,0,True,True,4,0,1
1775658629958700415,1775658629746230,2,2,2,False,0,0,True,True,4,0,1
1775658629968756852,1775658629758230,2,18,18,False,0,0,True,True,4,0,1
1775658629980991707,1775658629770230,2,18,18,False,0,0,True,True,4,0,1
1775658630508120674,1775658630278230,2,18,18,False,0,0,True,True,4,0,1
1775658631020291330,1775658630782230,2,18,18,False,0,0,True,True,4,0,1
1775658631532312823,1775658631286230,2,18,18,False,0,0,True,True,4,0,1
1775658632050340582,1775658631790230,2,18,18,False,0,0,True,True,4,0,1
1775658632566030529,1775658632294230,2,18,18,False,0,0,True,True,4,0,1
1775658633080717593,1775658632798230,2,18,18,False,0,0,True,True,4,0,1
1775658633597321350,1775658633302230,2,18,18,False,0,0,True,True,4,0,1
1775658634114531843,1775658633806230,2,18,18,False,0,0,True,True,4,0,1
1775658634631946905,1775658634314230,2,18,18,False,0,0,True,True,4,0,1
1775658635150612109,1775658634818230,2,18,18,False,0,0,True,True,4,0,1
1775658635670208508,1775658635322230,2,18,18,False,0,0,True,True,4,0,1
1775658636182881021,1775658636181816,2,18,18,False,0,0,True,True,4,0,1
1775658636297868270,1775658636292388,1,2,2,False,0,0,True,True,4,6,1
1775658636805885853,1775658636804661,1,2,2,False,0,0,True,True,4,6,1
1775658637062623497,1775658637062425,1,2,2,False,0,0,False,True,4,6,1
