received_time_ns,event_type,field_name,previous_value,current_value
1775885679939619278,vehicle_status_events,arming_state,1,2
1775885679939619278,vehicle_status_events,nav_state,4,14
1775885698502602944,vehicle_status_events,nav_state,14,18
1775885705027427474,vehicle_status_events,arming_state,2,1
1775885705027427474,vehicle_status_events,nav_state,18,14
1775885705027427474,vehicle_status_events,pre_flight_checks_pass,True,False
