received_time_ns,event_type,field_name,previous_value,current_value
1775897241205344559,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897241205344559,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775897242598997973,vehicle_control_mode_events,flag_armed,False,True
1775897242598997973,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775897242598997973,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775897252202293480,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897252202293480,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775897260261348970,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775897260261348970,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775897267524057024,vehicle_control_mode_events,flag_armed,True,False
1775897267524057024,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897267524057024,vehicle_control_mode_events,flag_control_auto_enabled,True,False
