received_time_ns,timestamp,timestamp_sample,reversible_flags,motor_1,motor_2,motor_3,motor_4,motor_5,motor_6,motor_7,motor_8,motor_9,motor_10,motor_11,motor_12,motors_peak
1775897235323178496,2836000,2836000,0,8.920251690081038e-14,0.0,0.0,9.812275639361698e-14,nan,nan,nan,nan,nan,nan,nan,nan,9.812275639361698e-14
1775897235327178496,2840000,2840000,0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1775897235423178496,2936000,2936000,0,0.0,0.0,0.0,8.977076894345348e-13,nan,nan,nan,nan,nan,nan,nan,nan,8.977076894345348e-13
1775897235523178496,3036000,3036000,0,0.0,0.0,2.0649012014151147e-12,0.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0649012014151147e-12
1775897235623178496,3136000,3136000,0,0.0,7.048874288081985e-13,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,7.048874288081985e-13
1775897235723178496,3236000,3236000,0,1.4079808282815853e-12,1.9982505233828718e-12,0.0,2.7548631236461174e-13,nan,nan,nan,nan,nan,nan,nan,nan,1.9982505233828718e-12
1775897235819178496,3332000,3332000,0,4.013889914888935e-13,0.0,0.0,4.4152783642767424e-13,nan,nan,nan,nan,nan,nan,nan,nan,4.4152783642767424e-13
1775897235923178496,3436000,3436000,0,1.3764423628659372e-12,0.0,4.4254704067991923e-13,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.3764423628659372e-12
1775897236023178496,3536000,3536000,0,0.0,5.115907697472721e-13,1.2599153491332782e-12,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.2599153491332782e-12
1775897236127178496,3640000,3640000,0,0.0,2.0965451597021456e-12,2.523233358364685e-13,1.5414337558097846e-12,nan,nan,nan,nan,nan,nan,nan,nan,2.0965451597021456e-12
1775897236223178496,3736000,3736000,0,0.0,1.6016678136771337e-14,1.4560618336045827e-14,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.6016678136771337e-14
1775897236323178496,3836000,3836000,0,2.0214559193210135e-13,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0214559193210135e-13
1775897236423178496,3936000,3936000,0,1.0552808626940191e-12,0.0,0.0,1.1608088622272472e-12,nan,nan,nan,nan,nan,nan,nan,nan,1.1608088622272472e-12
1775897236523178496,4036000,4036000,0,0.0,8.583731598774125e-14,1.6696496615842271e-12,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.6696496615842271e-12
1775897236623178496,4136000,4136000,0,0.0,3.751013822467231e-12,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,3.751013822467231e-12
1775897236723178496,4236000,4236000,0,0.0014499598182737827,0.0005503447609953582,0.001548432745039463,0.0004512632731348276,nan,nan,nan,nan,nan,nan,nan,nan,0.001548432745039463
1775897236823178496,4336000,4336000,0,0.0012667989358305931,0.00011976540554314852,0.0017133726505562663,0.0009000636055134237,nan,nan,nan,nan,nan,nan,nan,nan,0.0017133726505562663
1775897236923178496,4436000,4436000,0,0.0015196596505120397,0.0003662936214823276,0.0013867152156308293,0.0007273321389220655,nan,nan,nan,nan,nan,nan,nan,nan,0.0015196596505120397
1775897237023178496,4536000,4536000,0,0.001854452770203352,0.0006656980840489268,0.0011671647662296891,0.00031268494785763323,nan,nan,nan,nan,nan,nan,nan,nan,0.001854452770203352
1775897237123178496,4636000,4636000,0,0.0017768418183550239,0.0006755112553946674,0.0012547222431749105,0.000292925164103508,nan,nan,nan,nan,nan,nan,nan,nan,0.0017768418183550239
1775897237223178496,4736000,4736000,0,0.0015343573177233338,0.0005671491962857544,0.0013896937016397715,0.0005088003817945719,nan,nan,nan,nan,nan,nan,nan,nan,0.0015343573177233338
1775897237315178496,4828000,4828000,0,0.0013073509326204658,0.00047488525160588324,0.0014159302227199078,0.0008018341031856835,nan,nan,nan,nan,nan,nan,nan,nan,0.0014159302227199078
1775897237423178496,4936000,4936000,0,0.0014943825080990791,0.0003783274150919169,0.0012733601033687592,0.0008539305999875069,nan,nan,nan,nan,nan,nan,nan,nan,0.0014943825080990791
1775897237523178496,5036000,5036000,0,0.0020000000949949026,0.0,0.0016218676464632154,0.00037813265225850046,nan,nan,nan,nan,nan,nan,nan,nan,0.0020000000949949026
1775897237623178496,5136000,5136000,0,0.0020000003278255463,0.0,0.0019775715190917253,2.2428881493397057e-05,nan,nan,nan,nan,nan,nan,nan,nan,0.0020000003278255463
1775897237723178496,5236000,5236000,0,0.0020000003278255463,0.0,0.0020000003278255463,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0020000003278255463
1775897237823178496,5336000,5336000,0,0.0020000003278255463,0.0,0.0019107291009277105,8.927123417379335e-05,nan,nan,nan,nan,nan,nan,nan,nan,0.0020000003278255463
1775897237923178496,5436000,5436000,0,0.0020000000949949026,0.0,0.001429393538273871,0.0005706067895516753,nan,nan,nan,nan,nan,nan,nan,nan,0.0020000000949949026
1775897238023178496,5536000,5536000,0,0.0020100390538573265,9.931664681062102e-05,0.001099416520446539,0.0007912282599136233,nan,nan,nan,nan,nan,nan,nan,nan,0.0020100390538573265
1775897238123178496,5636000,5636000,0,0.001840210985392332,0.00022698462998960167,0.0012990775285288692,0.0006337274680845439,nan,nan,nan,nan,nan,nan,nan,nan,0.001840210985392332
1775897238223178496,5736000,5736000,0,0.0020537700038403273,7.265122985700145e-05,0.0016176069620996714,0.0002559722342994064,nan,nan,nan,nan,nan,nan,nan,nan,0.0020537700038403273
1775897238323178496,5836000,5836000,0,0.0020000003278255463,0.0,0.0020000003278255463,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0020000003278255463
1775897238419178496,5932000,5932000,0,0.0020000000949949026,0.0,0.00200000056065619,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.00200000056065619
1775897238523178496,6036000,6036000,0,0.0020000000949949026,1.4551915228366852e-11,0.0020000003278255463,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0020000003278255463
1775897238623178496,6136000,6136000,0,0.0020000003278255463,7.275957614183426e-12,0.00200000056065619,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.00200000056065619
1775897238723178496,6236000,6236000,0,0.0020000003278255463,5.820766091346741e-11,0.0020000003278255463,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0020000003278255463
1775897238823178496,6336000,6336000,0,0.0020402581430971622,4.4283875467954203e-05,0.0019154584733769298,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0020402581430971622
1775897238923178496,6436000,6436000,0,0.0017303036293014884,0.00026198316481895745,0.001144814188592136,0.0008628995274193585,nan,nan,nan,nan,nan,nan,nan,nan,0.0017303036293014884
1775897239023178496,6536000,6536000,0,0.0010983289685100317,0.0009425388416275382,0.0010388516820967197,0.0009202810470014811,nan,nan,nan,nan,nan,nan,nan,nan,0.0010983289685100317
