received_time_ns,event_type,field_name,previous_value,current_value
1775897241206295503,vehicle_status_events,nav_state,4,2
1775897241206295503,vehicle_status_events,pre_flight_checks_pass,True,False
1775897241317806238,vehicle_status_events,pre_flight_checks_pass,False,True
1775897242598848634,vehicle_status_events,arming_state,1,2
1775897242598848634,vehicle_status_events,nav_state,2,14
1775897252202102254,vehicle_status_events,nav_state,14,2
1775897260261183119,vehicle_status_events,nav_state,2,18
1775897267523907749,vehicle_status_events,arming_state,2,1
1775897267523907749,vehicle_status_events,nav_state,18,2
1775897268243214138,vehicle_status_events,pre_flight_checks_pass,True,False
