received_time_ns,base_mode,custom_mode,system_status
1775929192170454457,209,20,3
1775929193161895480,209,20,4
1775929194155390780,209,20,4
1775929195147286948,209,20,4
1775929196146775697,209,20,4
1775929197143625364,209,20,4
1775929198142430174,209,20,4
1775929199136151944,209,20,4
1775929200128511377,209,20,4
1775929203173063541,209,20,4
1775929203175770470,209,9,4
1775929203204353818,209,9,4
1775929203230381274,209,9,4
