received_time_ns,event_type,field_name,previous_value,current_value
1775896682342692016,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896682342692016,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775896683780666876,vehicle_control_mode_events,flag_armed,False,True
1775896683780666876,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896683780666876,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775896693339774853,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896693339774853,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775896701393121644,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896701393121644,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775896708364749707,vehicle_control_mode_events,flag_armed,True,False
1775896708364749707,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896708364749707,vehicle_control_mode_events,flag_control_auto_enabled,True,False
