received_time_ns,base_mode,custom_mode,system_status
1775928646200783703,209,0,3
1775928647196161428,209,0,3
1775928648187551919,209,0,3
1775928649178997600,209,0,3
1775928650169944087,209,0,3
1775928651214419989,209,0,3
1775928652205081539,209,0,3
1775928653196803759,209,0,3
1775928654189365757,209,0,3
1775928657182857894,81,0,3
1775928657182946852,81,9,3
1775928657201988322,81,9,3
1775928657222472349,81,9,3
