received_time_ns,event_type,field_name,previous_value,current_value
1775658711213069940,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658711213069940,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775658711605814458,vehicle_control_mode_events,flag_armed,False,True
1775658711605814458,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775658711605814458,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775658720718897285,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658720718897285,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775658728769750882,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775658728769750882,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775658735092295977,vehicle_control_mode_events,flag_armed,True,False
1775658735092295977,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775658735092295977,vehicle_control_mode_events,flag_control_auto_enabled,True,False
