window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
1.570104102012972,6.174939817118683e-05,372.8480115799741,-12.525609262609516,-2.091943450891209,25.25830187508586,1.570104102012972,6.174939817118683e-05,372.8480115799741,12.421617412065519,2.0122124059001854,25.25830187508586
