feature,window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
command_roll,0.060100388371653934,0.045879714822113254,0.12010616530769798,-0.039382932693249426,0.005114951405233745,-0.03093597929441856,-0.055116742199937806,-0.03002252756513458,-0.010825036386169062,0.06974854488956417,0.004890133778006188,0.06460415854639036
command_pitch,0.07515296502150767,0.05735492967563764,0.15003339857199952,-0.04959901808456934,0.006260820757121479,-0.03837657813774471,-0.06903686232619934,-0.03767003045289755,-0.014449966102828752,0.08755316715030015,0.006325932514009211,0.0808157929117451
command_yaw,0.15019550546643157,0.11470714506512354,0.2999997626020842,-0.09865838171691162,0.012700488467282455,-0.07933548597886221,-0.13791331567035828,-0.07505740230575414,-0.02610432921599233,0.17564996098239405,0.012255948427974065,0.16406688891796473
command_throttle,-0.08586079547253185,-0.036188812790415754,2.2069734914907095,-0.44991859475404694,-0.17942090504345048,0.4039059412900261,-0.42169696025575165,0.03205729304845282,4.016594250170051,0.24446909124015326,0.08488016983910565,-0.0802725501754275
roll,0.8914831178160465,-0.020237294931489628,-0.09697452007422255,0.20936895716461357,-0.01430860480562264,-0.011919962235044154,0.1680820832392538,0.17040155808142818,-0.49726033050479607,-0.4094631653529859,-0.39635538761454603,-0.14602067365668323
pitch,-0.11863516347453251,0.8192741020125179,-0.19424138302483512,-0.38592385018463027,-0.10144945889176851,0.01884616548918052,-0.01857403397383843,-0.20083533460893177,0.8250125163524575,0.30424590641457705,0.42793872049986964,0.15190707740662043
yaw,0.04925066411731817,0.03064779575068884,0.48495127352852885,0.31652986265246463,0.2421843859143513,0.006666997715123321,0.04258274418696943,0.07519652983690817,0.4374016269020196,-0.2997087070155944,-0.11228578577414498,-0.010676929566889435
roll_rate,0.0014492250320281886,0.005904583010505202,-0.02104657720323394,0.6835109994784141,-0.0837237306534825,0.5714368520111052,0.01455227922903434,0.010190013098887571,0.010123885931635542,0.019882435205316684,-0.021456321814004784,-0.6416392636585926
pitch_rate,0.009653483698895154,0.0012872437376414724,-0.05674356873272889,0.049970520925551654,0.7689310824253478,-0.39398632847340503,-0.037879335431508156,-0.03445424587793778,-0.14276499841526927,-0.102788780935956,0.08494158971003617,0.46587721671516724
yaw_rate,-0.02738188321598554,-0.0008264085668451327,-0.019068839611830864,0.4288129666565619,-0.034099291442617086,1.0035878178115503,0.042957552073008956,-0.011509538934501594,0.01315191950998068,0.818547186549259,0.2532123731789808,-0.501767961474791
position_x,0.0026622630356399435,-0.00026006930894537203,0.01982061446314259,-0.011376763092585387,-0.00020614252294851048,0.004292196529651172,-0.008482023601432475,-0.007224562651219014,-0.008730611013806214,0.01008218184655122,-0.008482796726500947,-0.005283967632018024
position_y,7.070313074639405e-05,0.0016275347372733452,0.026883278941564587,-0.002119965115237663,0.007044298910119566,-0.0007352854408338445,-0.019195290185486623,-0.010118446796927295,-0.010927785548240275,-0.03749463539934576,-0.015147930870615407,0.012431694871590154
position_z,-0.00014246275423165689,-6.0586054307501623e-05,0.0011445187193375162,3.610295645555423e-05,-1.4980509187030887e-05,-0.0007177793284759184,-2.184862057231909e-05,-0.00016957097151892994,0.00015876768315161777,-0.002494222607486451,-0.0026603458173379527,7.778863287216979e-05
velocity_x,0.019277972058892062,0.003165592268666568,-0.048338011387022116,0.01589920497040046,0.007109490902159838,-0.03481526743894594,0.010770870179212667,0.008211277805746167,0.03649913140553882,0.044088943780889275,0.025931286575896495,0.03278487020361535
velocity_y,0.00045339064409206627,0.01680314390520833,-0.0056363974837653884,0.022955111517793312,0.003993563041738054,-0.025517374854730702,-0.014275336695595844,-0.01639233219649477,-0.023847733016006477,-0.003932937676196265,-0.0034021132258955627,-0.0006085870437111706
velocity_z,-0.0010415540767356624,-0.0008834249785091967,-0.007002967774212109,-0.0024604208458818442,-0.0016400590056903407,0.0053385065525057,-0.003995304396305146,-0.0031259911627546585,-0.0034518431410827787,0.012058296442834526,0.009465368338339133,-0.003418895830937153
altitude,0.00014246275423152315,6.058605430755437e-05,-0.0011445187193318536,-3.610295645541212e-05,1.498050918698806e-05,0.0007177793284745711,2.1848620571573958e-05,0.00016957097151898057,-0.00015876768316676858,0.002494222607486811,0.002660345817337976,-7.778863287248561e-05
vertical_speed,0.0010415540767347608,0.0008834249785085444,0.007002967774422229,0.0024604208458819084,0.0016400590056901694,-0.005338506552508088,0.003995304396300747,0.0031259911627567792,0.0034518431411392227,-0.012058296442838626,-0.00946536833833593,0.0034188958309292355
heading,-0.061412218153245476,-0.04329016228824541,0.4586159583550832,-0.22017055175122766,-0.1606697525333243,-0.010119597492602649,-0.10314180465174207,-0.08684436400502293,0.4090706517026033,-0.017975063444839727,-0.0034552977784423266,0.034165392372937996
