received_time_ns,event_type,field_name,previous_value,current_value
1775885207657272161,vehicle_status_events,nav_state,4,2
1775885207657272161,vehicle_status_events,pre_flight_checks_pass,True,False
1775885207767185093,vehicle_status_events,pre_flight_checks_pass,False,True
1775885209024644785,vehicle_status_events,arming_state,1,2
1775885209024644785,vehicle_status_events,nav_state,2,14
1775885217922651970,vehicle_status_events,nav_state,14,2
1775885226024317438,vehicle_status_events,nav_state,2,18
1775885233903350977,vehicle_status_events,arming_state,2,1
1775885233903350977,vehicle_status_events,nav_state,18,2
1775885234718473924,vehicle_status_events,pre_flight_checks_pass,True,False
