received_time_ns,event_type,field_name,previous_value,current_value
1775652517177596417,vehicle_status_events,nav_state,4,2
1775652517177596417,vehicle_status_events,pre_flight_checks_pass,True,False
1775652517288211486,vehicle_status_events,pre_flight_checks_pass,False,True
1775652517450003609,vehicle_status_events,arming_state,1,2
1775652517450003609,vehicle_status_events,nav_state,2,14
1775652527506698424,vehicle_status_events,nav_state,14,2
1775652535606946979,vehicle_status_events,nav_state,2,18
1775652541010422481,vehicle_status_events,arming_state,2,1
1775652541010422481,vehicle_status_events,nav_state,18,2
1775652541669619058,vehicle_status_events,pre_flight_checks_pass,True,False
