feature,actuator_1,actuator_2,actuator_3,actuator_4
command_roll,0.0,-0.00027873840624322726,1.0136504421912845e-06,-0.00011197613967044573
command_pitch,0.0,3.572110687982714e-05,1.4428002945606449e-05,0.0
command_yaw,0.0,0.0,0.00013637444630339786,-4.544589851556964e-05
command_throttle,0.00017184518663180978,1.1078090926018549e-05,-0.00021492538872835038,8.410984024389865e-05
