received_time_ns,event_type,field_name,previous_value,current_value
1775639189738773750,vehicle_control_mode_events,flag_armed,False,True
1775639197640770511,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775639197640770511,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775639199272446883,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775639199272446883,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775639204130647152,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775639204130647152,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775639215245705083,vehicle_control_mode_events,flag_armed,True,False
1775639215245705083,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775639215245705083,vehicle_control_mode_events,flag_control_auto_enabled,True,False
